CAP,Indirizzo,Denominazione struttura,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
90010,VIA Barracca 1,CONSULTORIO CERDA,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,1,5,5841760829,consfamcerda@asppalermo.org,,91,8991714,,
90010,VIA Barracca 1,CONSULTORIO CERDA,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,1,5,5841760829,consfamcerda@asppalermo.org,,91,8991714,,
90025,VIA S. D'ACQUISTO;4,CONSULT. FAM. - LERCARA F.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamlercarafriddi@asppalermo.org,www.asppalermo.org,91,8252205,91,8256301
90025,VIA S. D'ACQUISTO;4,CONSULT. FAM. - LERCARA F.,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamlercarafriddi@asppalermo.org,www.asppalermo.org,91,8252205,91,8256301
90040,VIA PURPURA; 82,CONSULT. FAM. - MONTELEPRE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfammontelepre@asppalermo.org,www.asppalermo.org,91,8984261,91,8984261
90040,VIA PURPURA; 82,CONSULT. FAM. - MONTELEPRE,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfammontelepre@asppalermo.org,www.asppalermo.org,91,8984261,91,8984261
90028,VIA CASE NUOVE snc,CONSULTORIO FAM. S.GIUSEPPE J.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamsangiuseppejato@asppalermo.org,www.asppalermo.org,91,8577469,91,8577469
90028,VIA CASE NUOVE snc,CONSULTORIO FAM. S.GIUSEPPE J.,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamsangiuseppejato@asppalermo.org,www.asppalermo.org,91,8577469,91,8577469
90044,C.LE DEI TRENTATRE',CONSULTORIO FAM. CARINI,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamcarini@asppalermo.org,www.asppalermo.org,91,8620161,91,8661986
90044,C.LE DEI TRENTATRE',CONSULTORIO FAM. CARINI,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamcarini@asppalermo.org,www.asppalermo.org,91,8620161,91,8661986
90049,P.ZZA Capacioto,CONSULTORIO FAM. TERRASINI,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamterrasini@asppalermo.org,www.asppalermo.org,91,8664838,,
90049,P.ZZA Capacioto,CONSULTORIO FAM. TERRASINI,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamterrasini@asppalermo.org,www.asppalermo.org,91,8664838,,
90100,VIA CESALPINO; 19/ A,CONSULTORIO FAM. PA -CESALPINO,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamcesalpino@asppalermo.org,www.asppalermo.org,91,7037308,91,7037323
90100,VIA CESALPINO; 19/ A,CONSULTORIO FAM. PA -CESALPINO,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamcesalpino@asppalermo.org,www.asppalermo.org,91,7037308,91,7037323
90100,VIA ROMA; 519,CONSULT. FAM. - PA PARISI,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamparisi@asppalermo.org,www.asppalermo.org,91,7032230,91,7032235
90100,VIA ROMA; 519,CONSULT. FAM. - PA PARISI,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamparisi@asppalermo.org,www.asppalermo.org,91,7032230,91,7032235
90046,VIA VENERO; 212,CONSULTORIO FAM. MONREALE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfammonreale@asppalermo.org,www.asppalermo.org,91,6402767,91,6408520
90046,VIA VENERO; 212,CONSULTORIO FAM. MONREALE,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfammonreale@asppalermo.org,www.asppalermo.org,91,6402767,91,6408520
90037,VIA KASTRIOTA ; 209,CONSULT. FAM. PIANA ALBANESI,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfampianaalbanesi@asppalermo.org,www.asppalermo.org,91,8574330,91,8574180
90037,VIA KASTRIOTA ; 209,CONSULT. FAM. PIANA ALBANESI,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfampianaalbanesi@asppalermo.org,www.asppalermo.org,91,8574330,91,8574180
90135,L.GO POZZILLO;7,CONSULT. FAM. - PA BORGO NUOVO,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamborgonuovo@asppalermo.org,www.asppalermo.org,91,7035301,91,7035302
90135,L.GO POZZILLO;7,CONSULT. FAM. - PA BORGO NUOVO,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamborgonuovo@asppalermo.org,www.asppalermo.org,91,7035301,91,7035302
90100,VIA DEL CEDRO; 6,CONSULT.FAM. PA TOMMASO NATALE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamtommasonatale@asppalermo.org,www.asppalermo.org,91,7036781,91,1532798
90100,VIA DEL CEDRO; 6,CONSULT.FAM. PA TOMMASO NATALE,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamtommasonatale@asppalermo.org,www.asppalermo.org,91,7036781,91,1532798
90138,VIA NC1 N.3,CONSULT. FAM. - PA NOCE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamnoce@asppalermo.org,www.asppalermo.org,91,7035508,91,7035510
90138,VIA NC1 N.3,CONSULT. FAM. - PA NOCE,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,consfamnoce@asppalermo.org,www.asppalermo.org,91,7035508,91,7035510
90129,VIA PINDEMONTE; 94,SERT - PA 2 - VIA PINDEMONTE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,30,,sert.pa2@asppalermo.org,,91,7034863,91,7033119
90129,VIA PINDEMONTE; 94,SERT - PA 2 - VIA PINDEMONTE,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,,sert.pa2@asppalermo.org,,91,7034863,91,7033119
90100,via Pindemonte 88,SERT - PA 3 -VIA Pindemonte 88,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,30,5841760829,sert.pa3@asppalermo.org,,91,7034287,91,7033101
90100,via Pindemonte 88,SERT - PA 3 -VIA Pindemonte 88,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.pa3@asppalermo.org,,91,7034287,91,7033101
90112,VIA ANTONELLO DA MESSINA; 3,SERT - PA 4 - VIA ANTONELLO DA MESSINA,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,38,5841760829,sert.pa4@asppalermo.org,,91,7036800,91,7036835
90112,VIA ANTONELLO DA MESSINA; 3,SERT - PA 4 - VIA ANTONELLO DA MESSINA,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.pa4@asppalermo.org,,91,7036800,91,7036835
90100,VIA FILICIUZZA; 8/A,SERT - PA 1 - VIA FILICIUZZA,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,5841760829,sert.pa1@asppalermo.org,,91,7037564,91,7037555
90100,VIA FILICIUZZA; 8/A,SERT - PA 1 - VIA FILICIUZZA,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.pa1@asppalermo.org,,91,7037564,91,7037555
90015,VIA A. MORO; 1,SERT - CEFALU',ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,30,5841760829,sert.cefalu@asppalermo.org,,921,926732,921,926733
90015,VIA A. MORO; 1,SERT - CEFALU',ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.cefalu@asppalermo.org,,921,926732,921,926733
90018,VIA OSPEDALE CIVICO; 10,SERT - TERMINI IMERESE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,32,5841760829,sert.termini@asppalermo.org,www.asppalermo.org,91,8153105,91,8141561
90018,VIA OSPEDALE CIVICO; 10,SERT - TERMINI IMERESE,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.termini@asppalermo.org,www.asppalermo.org,91,8153105,91,8141561
90011,VIA DE SPUGHES; 2,SERT - BAGHERIA,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,31,5841760829,sert.bagheria@asppalermo.org,,91,991241,91,991347
90011,VIA DE SPUGHES; 2,SERT - BAGHERIA,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.bagheria@asppalermo.org,,91,991241,91,991347
90034,VIA COLLETTO; 39,SERT - CORLEONE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,5841760829,sert.corleone@asppalermo.org,,91,8450481,,
90034,VIA COLLETTO; 39,SERT - CORLEONE,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.corleone@asppalermo.org,,91,8450481,,
90025,via dele Rose 33,SERT - LERCARA FRIDDI,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,38,5841760829,sert.lercara@asppalermo.org,,91,7037708,91,7037733
90025,via dele Rose 33,SERT - LERCARA FRIDDI,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.lercara@asppalermo.org,,91,7037708,91,7037733
90040,PIAZZA DELLA DELLA VITTORIA; 14,SERT - MONTELEPRE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,38,5841760829,sert.montelepre@asppalermo.org,,91,8984659,91,8984659
90040,PIAZZA DELLA DELLA VITTORIA; 14,SERT - MONTELEPRE,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,5841760829,sert.montelepre@asppalermo.org,,91,8984659,91,8984659
90129,VIA PINDEMONTE; 88,U.O.RSA GERIATRICA 1-DEM. SENILI - AlZHEIMER,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,5841760829,centroalzheimer@ausl6palermo.org,,91,7033327,91,7033330
90129,Via Pindemonte 88,U. O. RSA Geriatrica 2 - Sindrome Immobilizzazione,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,5841760829,rsag2@aspppalermo.org,www.asppalermo.org,91,7033295,91,7033255
90129,VIA GAETANO LA LOGGIA; 5,RSA RIABILITATIVAB ADULTI 2,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,5841760829,@asppalermo.org,www.asppalermo.org,91,7033329,91,7033290
90030,VIA FRANCESCO CRISPI; 99,RSA PALAZZO ADRIANO,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,5841760829,pensionis7palazzoadriano@asppalermo.org,www.asppalermo.org,91,8348031,91,8348113
90129,VIA G. LA LOGGIA; 5,HOSPICE - CURE PALLIATIVE,ASSISTENZA AI MALATI TERMINALI,STRUTTURA RESIDENZIALE,,12,0,0,5841760829,hospicecurepalliative@asppalermo.org,,91,7034835,91,7033323
90027,C.DA SANTA ELIA,RSA PETRALIA SOTTANA,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,5841760829,rsad37.petralia@asppalermo.org,www.asppalermo.org,921,622111,921,640198
90037,C.DA ODIGITRIA,RSA PIANA DEGLI ALBANESI,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,5841760829,,www.asppalermo.org,91,8574231,91,8574231
90037,C.DA ODIGITRIA,RSA PIANA DEGLI ALBANESI,ASSISTENZA AI DISABILI PSICHICI,STRUTTURA RESIDENZIALE,,12,0,0,5841760829,,www.asppalermo.org,91,8574231,91,8574231
90129,via Pindemonte 88,CENTRO DIURNO ALZHEIMER C/O PISANI,ASSISTENZA AGLI ANZIANI,STRUTTURA SEMIRESIDENZIALE,,12,0,0,5841760829,centroalzheimer@asppalermo.org,,91,7033327,91,7033327
90010,VIA S. GIUSEPPE 1/3,CENTRO RIABILITAZIONE LASCARI,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,,,,921,427396,921,427396
90030,STRADA PROVINCIALE 77 KM 20;800,RSA VILLA DELLE PALME,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,4941140182,villa.delle.palme@virgilio.it,www.villadellepalmersa.it,91,8201080,91,8270298
90030,STRADA PROVINCIALE 77 KM 20;800,RSA VILLA DELLE PALME,ASSISTENZA AI DISABILI PSICHICI,STRUTTURA RESIDENZIALE,,12,0,0,4941140182,villa.delle.palme@virgilio.it,www.villadellepalmersa.it,91,8201080,91,8270298
90129,VIA MESSINA MARINE; 431/C,RSA ISTITUTO GERIATRICO SICILIANO,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,2833470301,istitutogeriatricosiciliano@pec.it,www.istitutogeriatricosiciliano.it,91,8430440,91,8887576
90129,VIA MESSINA MARINE; 431/C,RSA ISTITUTO GERIATRICO SICILIANO,ASSISTENZA AI DISABILI PSICHICI,STRUTTURA RESIDENZIALE,,12,0,0,2833470301,istitutogeriatricosiciliano@pec.it,www.istitutogeriatricosiciliano.it,91,8430440,91,8887576
90129,via Riserva Reale 8,R.S.A. BUON PASTORE ONLUS,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,4598690826,buonpastoreonlus@libero.it,,91,6681181,91,6600447
90146,via San Lorenzo Colli 316- via Gibilmanna 50-Villabate,KAROL SRL,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,7,168,6065204829,amministrazione@karolcta.it- info@karolrsa.it,,91,6719111,91,679151
90146,via San Lorenzo Colli 316- via Gibilmanna 50-Villabate,KAROL SRL,ASSISTENZA AI DISABILI PSICHICI,STRUTTURA RESIDENZIALE,,12,0,0,6065204829,amministrazione@karolcta.it- info@karolrsa.it,,91,6719111,91,679151
90131,via Aquino Molara 49,R.S.A. EUROMANAGER SANITA' SRL,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,6069290820,am.euromanager.sanita@gmail.com,,91,6687703,91,6605130
90131,via Aquino Molara 49,R.S.A. EUROMANAGER SANITA' SRL,ASSISTENZA AI DISABILI PSICHICI,STRUTTURA RESIDENZIALE,,12,0,0,6069290820,am.euromanager.sanita@gmail.com,,91,6687703,91,6605130
90100,VIA ROMA; 519,SERV. PSICOLOGIA - PALERMO - VIA ROMA 518,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,5841760829,serviziopsicologia@asppalermo.org,,91,7032254,91,7032465
90100,VIA PAPA SERGIO I°; n.5,U.O.S. PSICOLOGIA CLINICA E DELLE EMERGENZE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,5841760829,psicologiaclinica@asppalermo.org,,91,7032254,91,7032465
90145,VIA LANCIA DI BROLO; 10/BIS PALERMO,U.O.C NPIA AIUTO MATERNO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,5841760829,npiadirezione@asppalermo.org,,91,7035410,91,7035409
90141,VIA VELASQUEZ N.1,UOS-NPIA-PALERMO 1,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,5841760829,npia@asppalermo.org,,91,7037013,91,7037023
90145,VIA LANCIA DI BROLO N.10/BIS,UOS-NPIA-PALERMO2,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,5841760829,npia2@asppalermo.org,,91,7035442,91,7035543
90018,VIA OSPEDALE CIVICO N. 10,UOS-NPIA 3-TERMINI IMERESE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,5841760829,npia3@asppalermo.org,,91,8153189,91,8142578
90044,P.ZZA S. FRANCESCO N.1,UOS NPIA-6-CARINI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,5841760829,npia6@asppalermo.org,,91,7036109,91,8620147
90011,VIA DE SPUCHES N. 2,UOS-NPIA 4-BAGHERIA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,5841760829,npia4@asppalermo.org,,91,996914,91,991246
90034,VIA DUCA D'AOSTA,UOS NPIA-5-CORLEONE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,5841760829,npia5@asppalermo.org,,91,8450473,91,8450606
90100,VIA PAPA SERGIO I; N.5,U.O.S. DI PSICOLOGIA-CURA FRAGILITA' GENITORIALE E TRAUMI DA ABUSO E MALTRATTAMENTO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,38,5841760829,uofg@asppalermo.org,,91,7036665,91,7036876
90100,VIA LANCIA DI BROLO; 10/B,U.O.S. PSICOLOGIA DELL'ADOZIONE E AFFIDO FAMILIARE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,38,5841760829,d.randazzo@asppalermo.org,www.asppalermo.org,91,7035433,91,7035425
90135,VIA CASTELLANA; 145 c/o,NPIA-AMBULATORIO DI RIABILITAZIONE NEUROPSICHIATRICA E LOGOPEDICA PEDIATRICA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,P.O. VILLA DELLE GINESTRE,12,5,26,5841760829,amb.neonati@asppalermo.org,,91,6743195,,
90129,VIA LA LOGGIA ; 3,MODULO DIPART. 1 - CTA 1,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,7,168,5841760829,CTA-1@asppalermo.org,,91,7033365,91,7033365
90036,VIA A. DE GASPERI N. 3,MODULO DIPART. 1-CSM MISILMERI,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,3,26,5841760829,csm1misilmeri@asppalermo.org,,91,8710221,91,8710220
90036,VIA A. DE GASPERI N. 3,MODULO DIPART. 1-CSM MISILMERI,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,3,26,5841760829,csm1misilmeri@asppalermo.org,,91,8710221,91,8710220
90100,VIA R.RIOLO 39/E,MODULO DIPART. 1 - CSM,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,5841760829,mdsm1@asppalermo.org,,91,7032281,91,7032270
90100,VIA R.RIOLO 39/E,MODULO DIPART. 1 - CSM,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,5841760829,mdsm1@asppalermo.org,,91,7032281,91,7032270
90129,VIA LA LOGGIA 39/e,MODULO DIPART. 1 C. D.,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,5,36,5841760829,cd1@asppalermo.org,,91,7032703,91,7032271
90129,VIA LA LOGGIA; 5,MODULO DIPART. 2 - CSM,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,40,5841760829,csm2@asppalermo.org,,91,7033354,91,70333355
90129,VIA LA LOGGIA; 5,MODULO DIPART. 2 - CSM,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,40,5841760829,csm2@asppalermo.org,,91,7033354,91,70333355
90129,VIA Gaetano LA LOGGIA; 5,MODULO DIPART. 2 - CTA 2 C,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,7,168,5841760829,cta2/c@asppalermo.org,,91,7033139,91,7033154
90126,VIA C. ONORATO; 6,MODULO DIPART. 2 - C. D.,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,5,33,5841760829,cd2@asppalermo.org,,91,7033853,91,7033857
90135,VAI CASTELLANA; 89,MODULO DIPART. 3 - CSM,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,38,5841760829,csm3@asppalermo.org,,91,7035340,91,7035347
90135,VAI CASTELLANA; 89,MODULO DIPART. 3 - CSM,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,38,5841760829,csm3@asppalermo.org,,91,7035340,91,7035347
90136,VIA UR 3; N. 19 c/o ex P.O. casa del Sole,MODULO DIPART. 3 - C. D.,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,8,3,38,5841760829,csm@asppalermo.org,,91,7035208,91,7035208
90100,via Papa Sergio I n.3 C/O P. O. ENRICO ALBANESE,MODULO DIPART. 4 CTA 4,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,7,168,5841760829,cta4@asppalermo.org,,91,7036631,91,7036626
90142,VIA DEI CANTIERI; 4,MODULO DIPART. 4 - C. D.,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,5,38,5841760829,cd4@asppalermo.org,,91,7036809,91,7036703
90143,VIA MARCHESE DI VILLABIANCA; 97/b,MODULO DIPART. 4 - CSM,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,40,5841760829,mdsm4@asppalermo.org,,91,7036717,91,7036733
90143,VIA MARCHESE DI VILLABIANCA; 97/b,MODULO DIPART. 4 - CSM,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,40,5841760829,mdsm4@asppalermo.org,,91,7036717,91,7036733
90100,VIA Villagrazia ; 46,MODULO DIPART. 5 - CTA 5,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,7,168,5841760829,mdsm5@asppalermo.org,,91,7033228,91,7033227
90100,VIA VILLA GRAZIA; 46,MODULO DIPART. 5 - CSM,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,5841760829,mdsm5@asppalermo.org,,91,7037293,91,7037207
90100,VIA VILLA GRAZIA; 46,MODULO DIPART. 5 - CSM,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,5841760829,mdsm5@asppalermo.org,,91,7037293,91,7037207
90100,VIA C. ONORATO; 6,MODULO DIPART. 5 - C.D.,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,5,36,5841760829,MDSM5@asppalermo.org,,91,7033824,91,7033834
90011,VIA DE SPUCHES N2,MODULO DIPART. 6 -CSM BAGHERIA,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,4328340825,csm6bagheria@asppalermo.org,www.asppalermo.org,91,991244,91,991243
90011,VIA DE SPUCHES N2,MODULO DIPART. 6 -CSM BAGHERIA,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,4328340825,csm6bagheria@asppalermo.org,www.asppalermo.org,91,991244,91,991243
90011,VIA DE SPUCHES 2,MODULO DIPART. 6 . CD BAGHERIA,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,5,36,4328340825,cd6@asppalermo.org,,91,7036912,91,7036912
90018,VIA ALBERGO SANTA LUCIA,MODULO DIPART. 6 - CSM TERMINI,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,4328340825,csm6termini@asppalermo.org,,91,8142396,91,8191787
90018,VIA ALBERGO SANTA LUCIA,MODULO DIPART. 6 - CSM TERMINI,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,4328340825,csm6termini@asppalermo.org,,91,8142396,91,8191787
90027,VIA ROMA; 39,MODULO DIPART. 7-CSM PETRALIA,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,csm7petralia@asppalermo.org,,921,682156,921,682157
90027,VIA ROMA; 39,MODULO DIPART. 7-CSM PETRALIA,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,24,5841760829,csm7petralia@asppalermo.org,,921,682156,921,682157
90015,via San Pasquale 13,MODULO DIPART. 7 - CSM CEFALU',ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,25,5841760829,mdsm7@asppalermo.org,,921,7036129,921,7036130
90015,via San Pasquale 13,MODULO DIPART. 7 - CSM CEFALU',ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,25,5841760829,mdsm7@asppalermo.org,,921,7036129,921,7036130
90015,VIA ALDO MORO; 1,MODULO DIPART.7 - CD CEFALU',ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,5,36,5841760829,mdsm@asppalermo.org,,921,7035762,921,7035426
90034,VIA PAPA GIOVANNI XXIII,MODULO DIPART. 8 -CSM CORLEONE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,5841760829,mdsm8@asppalermo.org,,91,8450460,91,8450103
90034,VIA PAPA GIOVANNI XXIII,MODULO DIPART. 8 -CSM CORLEONE,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,5841760829,mdsm8@asppalermo.org,,91,8450460,91,8450103
90025,VIA delle Rose,MODULO DIPART. 8 -CD LERCARA,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,5,36,4328340825,csm8lercara@asppalermo.org,,91,8252011,91,7037733
