INDIRIZZO,DESCRIZIONEFARMACIA,PARTITAIVA,CAP,DESCRIZIONECOMUNE,SIGLAPROVINCIA,DESCRIZIONEPROVINCIA,DESCRIZIONETIPOLOGIA,LATITUDINE,LONGITUDINE
"Via Altavilla, 31/C",FARMACIA SANTA CATERINA S.R.L.,5587560870,95030,PEDARA,CT,CATANIA,Ordinaria,-,-
"Via P.A.Muratori, 2",Farmacia Sant'Antonio,6667080821,90011,BAGHERIA,PA,PALERMO,Ordinaria,-,-
"Via Mompilieri, 43",FARMACIA MOMPILIERI,5601530875,95030,MASCALUCIA,CT,CATANIA,Ordinaria,-,-
"Via Francesco  De Sanctis, 17/19",farmacia aucalma srl,6739120829,90145,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Nunzio Maniaci, 23/b",farmacia san vito snc,2616240814,90010,SAN VITO LO CAPO,TP,TRAPANI,Dispensario stagionale,-,-
"Via Aldo Moro, 6",FARMACIA FICANI INGENITO S.R.L.,2922690843,92019,SCIACCA,AG,AGRIGENTO,Ordinaria,-,-
"Via MICHELANGELO, 311",FARMACIA DEI SERVIZI SOCIETA' A RESPONSABILITA' LIMITATA,6662690822,90145,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via SETTEFARINE, 90",FARMACIA SETTEFARINE  SRL,2048120857,93012,GELA,CL,CALTANISSETTA,Ordinaria,-,-
"Via Comiso, 24",Farmacia Naurra srl,6781610826,90014,CASTELDACCIA,PA,PALERMO,Ordinaria,-,-
"Via Circonvallazione, 81",Farmacia Gentile S.R.L.,6659000829,90046,MONREALE,PA,PALERMO,Ordinaria,-,-
"Via Via Emanuele Nicosia, 13",FARMACIA AMICA,1714390885,97019,VITTORIA,RG,RAGUSA,Ordinaria,-,-
"Via arancio, 27",farmacia igea srl,2947090847,92029,RAVANUSA,AG,AGRIGENTO,Ordinaria,-,-
"Via Aquino, 52",BFC Pharmacia srl,6801760825,90046,MONREALE,PA,PALERMO,Ordinaria,-,-
"Via Porta Palermo, 119",Farmacia Porta Palermo s.r.l.,1996490890,91011,ALCAMO,TP,TRAPANI,Ordinaria,-,-
"Via Ispica, 29",FARMACIA PIANODAPI,5673100870,95024,ACIREALE,CT,CATANIA,Ordinaria,-,-
"Via Rua Sant'Antonio, 13A",Farmacia dell'Etna,5569060873,95030,PEDARA,CT,CATANIA,Ordinaria,-,-
"Corso Sicilia, 52",Farmacia Sant'Anastasia,5674660872,95040,MOTTA SANT'ANASTASIA,CT,CATANIA,Ordinaria,-,-
"Via Provinciale, 117",Farmacia Santa Chiara snc,6793020824,90046,MONREALE,PA,PALERMO,Ordinaria,-,-
"Via Via Badala', 31/E",Farmacia Diana snc,5672200879,95013,FIUMEFREDDO DI SICILIA,CT,CATANIA,Ordinaria,-,-
"Via Porta Palermo, 3",FARMACIA FUORI PORTA,6792340827,90019,TRABIA,PA,PALERMO,Ordinaria,-,-
"Via ALCIDE DE GASPERI, 225A/B",FARMACIA IERACI-RIGGIO,6800670827,90039,VILLABATE,PA,PALERMO,Ordinaria,-,-
"Via LIBERTA', 32/34",FARMACIA DELL'ISOLA,6789480826,90040,ISOLA DELLE FEMMINE,PA,PALERMO,Ordinaria,-,-
"Via Salso, N. 1/a",Farmacia San Cusumano S.r.l.,2743290815,91016,ERICE,TP,TRAPANI,Ordinaria,-,-
"Via DOTT. MERCURIO, 9",SIRGA S.R.L.,5670760874,95016,MASCALI,CT,CATANIA,Ordinaria,-,-
"Via carlo greca, 23",farmacia pandolfo e teresi srl,6687430824,90124,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Altofonte, 63/65",Farmacia Villaciambra S.R.L.,6799820821,90046,MONREALE,PA,PALERMO,Ordinaria,-,-
"Via PIERSANTI MATTARELLA, 11/B",PHARMA2 S.R.L.,1998110892,96012,AVOLA,SR,SIRACUSA,Ordinaria,-,-
"Via corso mediterraneo, 52",farmacia Mediterraneo,1715990881,97015,MODICA,RG,RAGUSA,Ordinaria,-,-
"Viale Regione Siciliana, 3024",Farmacia Consiglio Minelli snc,4279900403,90145,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via san paolino, 80",farmacia San Paolino,3578560835,98057,MILAZZO,ME,MESSINA,Ordinaria,-,-
"Via leonardo da vinci, 176",Farmacia Ferraro Eugenio,2826100832,90100,PALERMO,PA,PALERMO,Ordinaria,-,-
"Corso ITALIA, 265-267",FARMACIA SANTA RITA S.R.L,6821080824,90044,CARINI,PA,PALERMO,Ordinaria,-,-
"Via san pietro, snc",dispensario farmaceutico panarea,779430834,98040,LIPARI,ME,MESSINA,Dispensario,-,-
"Traversa Renella, 3/A",Farmacia del mare srl,2013700899,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,-,-
"Via venezia, 328",farmacia venezia srls,2028270854,93012,GELA,CL,CALTANISSETTA,Ordinaria,-,-
"Via TIMEO, 2/4",FARMACIA PARTANNA MONDELLO srl,6825150821,90151,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via tremilia, 15",LA.GRI.FARMA S.R.L,2018410890,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,-,-
"Via Via Giovanni Paolo II, 6",Farmacia Igea,3504610837,96012,AVOLA,SR,SIRACUSA,Ordinaria,-,-
"Via Brancaccio, 2/o",Farmacia Ponte Ammiraglio srl,6805100820,90124,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via astrel, 1",farmacia leopardi srl,5767780876,95032,BELPASSO,CT,CATANIA,Ordinaria,-,-
"Viale ENRICO BERLINGUER, 4",FARMACIA AUREA,3005590843,92026,FAVARA,AG,AGRIGENTO,Ordinaria,-,-
"Via Traversa Caderini, Snc",Farmacia Isola SNC di Roccella Maria Grazia Fazio Laura e Accolla Mariacristina,2049690890,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,-,-
"Stradale forcone, 112",farmacia michele arcangelo srl,5819320879,97019,VITTORIA,RG,RAGUSA,Ordinaria,-,-
"Viale CARLO ALBERTO DALLA CHIESA, 50",FARMACIA CALAROSSA S.R.L.,6946170823,90049,TERRASINI,PA,PALERMO,Ordinaria,-,-
"Via NAZIONALE PER CATANIA, 119/A",FARMACIA ACQUEGRANDI SRL,5844700871,95024,ACIREALE,CT,CATANIA,Ordinaria,-,-
"Via D'Angelo, 2",FARMACIA BELLA,5843550871,95016,MASCALI,CT,CATANIA,Ordinaria,-,-
"Via Ermete Zacconi, 61",FARMACIA SALUS S.R.L.,3014660843,92020,PALMA DI MONTECHIARO,AG,AGRIGENTO,Ordinaria,-,-
"Via CAVALERI MAGAZZENI, 115",FARMACIA SAN GREGORIO,3013750843,92100,AGRIGENTO,AG,AGRIGENTO,Ordinaria,-,-
"Via MESSINA, 269/B",FARMACIA BORGONUOVO S.R.L.,5830870878,95034,BRONTE,CT,CATANIA,Ordinaria,-,-
"Via Circonvallazione  A. Vicari, snc",Farmacia Giuseppe Rubuano srl,3655330839,98076,SANT'AGATA DI MILITELLO,ME,MESSINA,Ordinaria,-,-
"Via SP 56/I, 54",FARMACIA SALUTE E BENESSERE,5841480873,95032,BELPASSO,CT,CATANIA,Ordinaria,-,-
"Via Duca degli Abruzzi, 171",Farmacia Trappeto dott.sse Benanti L. e Genitori D¿Arrigo P. s.n.c.,5831700876,95037,CATANIA,CT,CATANIA,Ordinaria,-,-
"Via Consolare, 85",Farmacia Punta Aguglia srl,6968730827,90011,BAGHERIA,PA,PALERMO,Ordinaria,-,-
"Via Umberto I, 24 b",Farmacia Bevilacqua dispensario di Frazzanò,2662030812,98070,FRAZZANO',ME,MESSINA,Dispensario,-,-
"Corso Corso Umberto I, 925",FARMACIA SANT'ATANASIO S.R.L.,6970630825,90010,FICARAZZI,PA,PALERMO,Ordinaria,-,-
"Via F26, 1BIS",FARMACIA NOVA,3016870846,92015,RAFFADALI,AG,AGRIGENTO,Ordinaria,-,-
"Via Aldo Moro, 16",Farmaci Pizzo Carano s.r.l.,2092150859,93017,SAN CATALDO,CL,CALTANISSETTA,Ordinaria,-,-
"Viale EUROPA, 466",FARMACIA DELL'EMIRO  SRL,6953770820,90036,MISILMERI,PA,PALERMO,Ordinaria,-,-
"Via Regione Siciliana S.E., 2221",Farmacia Altea,6953720825,90125,PALERMO,PA,PALERMO,Ordinaria,-,-
"Piazzale PIAZZALE FUNIVIA, SN",ETNA PHARMA 2000,5167590875,95030,NICOLOSI,CT,CATANIA,Dispensario stagionale,-,-
"Corso dei Mille, 921/G",Farmacia Tutto Salute,6950830825,90123,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via libertà, 5",farmacia della stazione srl,6967150829,90018,TERMINI IMERESE,PA,PALERMO,Ordinaria,-,-
"Via aeroporto falcone borsellino, 1",farmacia del varco srl,7023400828,90045,CINISI,PA,PALERMO,Ordinaria,-,-
"Via Mordini, 171",Farmacced di Andrea Taravella SNC,6948920829,90036,MISILMERI,PA,PALERMO,Ordinaria,-,-
"Via Principe Umberto, 13",Farmacia Salice,3702980834,98154,MESSINA,ME,MESSINA,Ordinaria,-,-
"Via Assieni, 20",Farmacia Sperone S.N.C. di Messana Salvatore e Perricone Ignazio,2836410817,91015,CUSTONACI,TP,TRAPANI,Ordinaria,-,-
"Piazzale VITTORIO VENETO, 12",FARMACIA VITTORIO VENETO,7050620827,90040,SAN CIPIRELLO,PA,PALERMO,Ordinaria,-,-
"Via Alla Falconara, 50 b",Farmacia Baida srl,6996590821,90136,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Aldo Moro, 142",FARMACIA PONTICELLI,7091220827,90044,CARINI,PA,PALERMO,Ordinaria,-,-
"Corso OCEANO ATLANTICO, 43",FARMACIA DEL MARE S.N.C.,1800730887,97017,SANTA CROCE CAMERINA,RG,RAGUSA,Ordinaria,-,-
"Via LEONARDO SCIASCIA, 9",FARMACIA SPATARO,1806260889,97013,COMISO,RG,RAGUSA,Ordinaria,-,-
