COMUNE,LATITUDINE,LONGITUDINE,CAP,Indirizzo,Denominazione struttura,Tipo assistenza erogata,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Presenza Apparecchiature,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
Siracusa,36.8950069,15.0716559,96017,VIA PRINCIPE UMBERTO; 2,L.A.C. DEL DR. TRAVALI M.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,35,500660899.0,lac.noto@virgilio.it,,931,891965,,
0,0.0,0.0,96017,VIA S. LA ROSA; 31,MASUZZO CONCETTINA,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,24,278900899.0,concettina.masuzzo@biologo.onb.it,masuzzocghotmail.it,931,835537,,
Siracusa,36.8215218,14.9502674,96019,VIA DI LORO; 8,AMB. POLID. PACHINESE,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,40,219580891.0,ambpolidiagnostico@pec.it,,931,857505,,
0,0.0,0.0,96100,VIALE SCALA GRECA; 81 P.T. INT. 4,CAPPUCCIO RENATO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,16,764050894.0,renato.cappuccio@tin.it,,931,412088,,
Siracusa,37.079871,15.298014,96100,VIA LOMBARDIA; 1,CASA DI CURA SANTA LUCIA GLEF,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,CASA DI CURA SANTA LUCIA GLEF,12,N,6,36,882610892.0,giusepp.mazza@glef.it,www.casadicurasantalucia.com,931,410111,931.0,415508.0
Siracusa,37.079871,15.298014,96100,VIA LOMBARDIA; 1,CASA DI CURA SANTA LUCIA GLEF,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,CASA DI CURA SANTA LUCIA GLEF,12,N,6,36,882610892.0,giusepp.mazza@glef.it,www.casadicurasantalucia.com,931,410111,931.0,415508.0
Siracusa,37.1003721,15.2697374,96100,VIA FRANCOFONTE; 5,C. DI C. 'VILLA MAURITIUS ARC',S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,CASA DI CURA VILLA MAURITIUS ARC,12,N,5,35,984310896.0,amministrazione@villamauritius.it,,931,758071,,
Siracusa,37.0732968,15.2818004,96100,C.SO GELONE; 103,LABORATORIO SALUS MENDEL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,33,148330897.0,labsalusmendel@tiscali.it,,931,67801,,
Siracusa,37.0725818,15.2822373,96100,CORSO GELONE 93,PUGLIA NUNZIO,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,764120295.0,nunziopuglia@sicilyonline.it,,931,22110,,
0,0.0,0.0,96011,VIA P. UMBERTO ; 185,BENEVENTANO DEL BOSCO REN. SNC,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,35,991210899.0,beneventanoradiologia@IIservice.it,,931,521796,,
0,0.0,0.0,96011,VIA G. MATTEOTTI; 14,MEDICAL CENTER S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,35,993380898.0,medcen@libero.it,,931,512222,,
Siracusa,36.9096903,15.1359057,96011,VIA ROMA; 68,CENTRO ANALISI ROMA S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,58,1273710895.0,casamperi@hotmail.com,,931,976091,,
0,0.0,0.0,96014,C.SO VITT. EMANUELE; 112,BIOMEDICA S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,47,998230890.0,sebstan@tin.it,,931,941511,,
0,0.0,0.0,96011,VIA MEGARA; 217,DR. D'ONOFRIO ROSARIO S.N.C.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,27,995700895.0,rosario.donofrio@tin.it,,931,521825,,
Siracusa,37.0705047,15.2810235,96100,VIA ADDA; 9,FISIOMED S.N.C. DI ROMEO R.E C,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,45,1165490895.0,fisiomedsnc@libero.it,,931,64414,,
0,0.0,0.0,96011,VIA MEGARA; 78,LAB.AN.CL.DOTT. BELLA DARIO SNC,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,41,1003470893.0,laboscalia@pcert.postecert.it,,931,978200,,
0,0.0,0.0,96010,P.ZZA PLEBISCITO; 16,INTERLANDI S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,40,1266430899.0,interlandi.giuseppe@tiscali.it,,931,921051,,
Siracusa,37.0593426,15.2970424,96100,VIA TEOCRITO; 66,DE BORTOLI-SCAPELLATO S.N.C.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,44,1300760897.0,studioradiologicodebortoli-scapellato@pec.it,,931,21222,,
0,0.0,0.0,96011,VIA CITRUS; 33,BIO CONTROL S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,26,1354210898.0,filippo-cinardo@virgilio.it,,931,511100,,
Siracusa,37.0818638,15.2870999,96100,VIALE TICA; 71,GIBI S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,30,1360210890.0,abgkg@tin.it,,931,38561,,
0,0.0,0.0,96017,VIA G. BOVIO; 2,STUDIO DI RAD. E TERAPIA FIS.DEL DR. GIUSEPPE MALFA & C. S.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,45,1305250894.0,studiomalfasrl@pec.it,,931,839633,931.0,835258.0
Siracusa,37.2892664,14.9993268,96016,VIA POLIBIO; 1/A,LEO LAB S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,52,1383680897.0,leolab@tele2.it,,95,902590,95.0,902590.0
0,0.0,0.0,96011,VIA LAVAGGI; 48,CENTRO D. IM. GULINO G. & C.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,30,1044540894.0,ggulino@temasoftware.com,,931,993864,,
Siracusa,36.7144729,15.0868999,96018,VIA DURANDO; 32,PANTANO ANAL. DI PANTANO & C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,37,1259640892.0,pantanoanalisi@pec.cgn.it,,931,846066,,
Siracusa,37.08042305,15.150336077257425,96014,PIAZZA MARCONI; 10,RIABILIA B.I.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,1301160899.0,riabilia1@virgilio.it,,931,544124,,
Siracusa,37.087695,15.2724487,96100,V.LE SCALA GRECA; 157,IST.DIAGN.IMMAG. ARETUSA,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,50,867890899.0,tumsal@aliceposta.it,,931,759422,,
Siracusa,36.8189138,14.9516134,96019,VIA SIPIONE; 175,CENTRO POLIF. RIAB. 'C.P.R.',S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,1123220897.0,cpr@la mia pec.it,,931,855512,,
0,0.0,0.0,96019,CORSO SAVOIA ang. VIA DEI GAROFANI,CENTRO DI RIABILITAZIONE SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,1325120895.0,centrodiriabilitazionesrl@pec.it,,931,850507,,
Siracusa,36.7161672,15.0908481,96018,VIA UNITA' ; 56,CENTRO OD. 'PACHINO' DEL DR. MIZZI SNC,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,1347400895.0,zidino@yahoo.it,,931,846563,,
Siracusa,37.2319889,15.220988,96012,VIA COLOMBO; 1,CENTRO AN. 'BIOS' S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,45,1374860696.0,itqyre@tin.it,,931,563314,,
Siracusa,37.2401242,15.2242711,96012,VIA MAZZINI; 7,AN. CL. MAIRA S.A.S.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,50,1418000897.0,,,931,822777,,
Siracusa,37.0778871,15.2814893,96100,VIALE TERACATI; 51/I,STUDIO MED. OC. FALCHI DR. PAOLO S.N.C.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,24,1401710890.0,falchipao@virgilio.it,,931,21310,,
0,0.0,0.0,96100,VIA TISIA R.CO II; 1,LAB. GAMMA S.A.S. DI CARRUBBA,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,27,1398270890.0,laborgamma@infinito.it,,931,441411,,
0,0.0,0.0,96011,VIA P.PE UMBERTO; 302/304,LAB.PAT.CL. TRINGALI S.RE & C. snc,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,34,1005950892.0,info@lab-tringali-S.com,,931,978603,931.0,978603.0
Siracusa,37.0762825,15.2834567,96100,VIA S. SEBASTIANO 37,CENTRO DIAGN. MANGIAFICO SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,20,1330180892.0,,,931,64392,,
Siracusa,36.7174158,15.0984749,96018,VIA CAVOUR; 14,DIAGN. PER IMM. MONCADA S.RE & C. S.A.S,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,35,1394740896.0,,,931,593477,,
Siracusa,37.0767904,15.2829839,96100,VIA SAN SIMEONE 4,CENTRO AN. CLINICHE S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,39,1250250899.0,,,931,441887,,
Siracusa,37.2862725,14.9989979,96016,VIA VERDI; 15 BIS,CLINICAL S.A.S.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,38,1443450893.0,clinical@simail.it,,95,7831105,95.0,7831105.0
Siracusa,37.0651666,15.2891037,96100,C.SO UMBERTO; 25,CAVARRA E GIARDINELLI,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,25,1433140892.0,cavarra.giardinelli@virgilio.it,,931,69930,,
Siracusa,37.0722099,15.2807697,96100,VIA ARNO 7,STUDIO CARD. DR.SIRINGO S. & C,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,42,1445230897.0,,,931,60277,,
Siracusa,37.2305661,14.882929,96015,VIA GARIBALDI; 27,AN.CL. DI TOMASELLI S.RE & C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,30,1459260897.0,tomasellisalvatore@tiscali.it,,95,948837,95.0,948837.0
Siracusa,37.0729554,15.2828134,96100,VIA TESTAFERRATA 22,ST. ORT. DR. SIRUGO V. & C.SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,3,12,1468880891.0,alesirugo@interfree.it,,931,64132,,
Siracusa,37.0852246,15.2900126,96100,VIA PITIA; 36,CENTRO ODONTOIATRICO 'PITIA',S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,30,1383840897.0,alesirugo@interfree.it,,931,32788,,
Siracusa,37.0726563,15.2824882,96100,CORSO GELONE 116/A,ST. CARD. DR. PASQUALE & C. srl,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,37,1468710890.0,studiopasquale@interfree.it,,931,61822,,
Siracusa,37.0796311,15.2780726,96100,VIA AGATI 4,ST.OCULISTICO CARBONE A. SNC,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,35,1455620896.0,,,931,412756,,
Siracusa,37.0607104,15.2943296,96100,VIA ROMA 13,FORUCCELLO SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,35,1499870895.0,diego.uccello@tin.it,,931,941064,,
Siracusa,37.0977413,15.2681086,96100,VIALE SCALA GRECA 324,STUDIO CARD. DEL DR. ARMARO B. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,35,1420920892.0,biagioarmaro@hotmail.it,,931,751003,,
Siracusa,37.0844006,15.2894304,96100,VIA TISIA 60,AMB. CARD.RE DR S. ARCIERI & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,35,1500000896.0,studioarcieri@virgilio.it,,931,411920,,
Siracusa,37.2891686,14.9976866,96016,VIA ERICE 1,STUDIO DENTISTICO MANGIAMELI-MAGNANO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,36,1534560899.0,studio.mangiameli@sicilyaccomadation.com,,95,905381,95.0,905381.0
Siracusa,36.7196873,15.0935218,96018,VIALE ALDO MORO 11,CENTRO CUORE PACHINO DEL DR. PETRALITO & C. SNC,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,42,1310100894.0,,,931,593751,,
0,0.0,0.0,96011,STRADA PROVINCIALE PER BRUCOLI; 507,IST.ORT. VILLA SALUS INNOCENZO GALATIOTO SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,IST.ORT. VILLA SALUS I. GALATIOTO SRL,12,S,5,60,1552710897.0,cmi@villasalus.it,,931,990111,931.0,512061.0
0,0.0,0.0,96011,STRADA PROVINCIALE PER BRUCOLI; 507,IST.ORT. VILLA SALUS INNOCENZO GALATIOTO SRL,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,IST.ORT. VILLA SALUS I. GALATIOTO SRL,12,S,6,50,1552710897.0,cmi@villasalus.it,,931,990111,931.0,512061.0
Siracusa,37.0819591,15.2806078,96100,VIALE TERACATI; 51,ECORAD DI AMATO CARMELO. & C. snc,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,30,1270150897.0,c6amato@hotmail.com,,931,414530,,
0,45.10559735,7.769416853819296,96010,PIAZZA DI MAURO 6/A,POLILAB SRL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,43,1532960893.0,,,931,769887,,
Siracusa,37.0819591,15.2806078,96100,VIALE TERACATI; 51,AMB. OD. ADEL SAS DI ELGA CINCOTTA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,8,1586090894.0,,,931,412633,,
0,0.0,0.0,96011,VIA XIV OTTOBRE 65,CENTRO OD. TOMASI SAS SCIBILIA DR MAURO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,2,14,1567720899.0,mauroscibilia@live.it,,931,975051,931.0,975051.0
Siracusa,37.2266867,14.879958,96015,VIA TRAPANI; 27,CENTRO MED. AMB. IPPOLITO DI IPPOLITO F. & C. S.N.C.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,19,1486620899.0,francesco.ippoli1hh4@alice.it,,95,948343,95.0,948343.0
0,0.0,0.0,96017,VIA A. CAVARRA 33,SOCIETA' NEFRAL SRL,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,48,1516760897.0,,,931,837038,,
Siracusa,37.0859606,15.2732374,96100,VIALE SCALA GRECA; 107,SOCIETA' SIRNEPHROS SRL (SIRACUSA-PACHINO),S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,60,877380899.0,societasirnephros@virgilio.it,,931,66312,,
0,0.0,0.0,96012,VIA BASILE 2,CENTRO SUNDIAL SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,60,846620896.0,,,931,561668,,
Siracusa,37.2925592,14.9980115,96016,VIA CERERE; 6,SAN LUCA SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,54,2440730873.0,dialisisanluca@pec.buffetti.it,,95,905868,95.0,905868.0
Siracusa,37.0694452,15.2854832,96100,VIA BACCHILIDE 51,STUDIO DI RADIOLOGIA PER IMMAGINI DEL DR. RUSSO G. SAS,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,39,1509780894.0,,,931,21714,,
Siracusa,37.0935272,15.2772658,96100,VIA PRINCIPATO DI MONACO 30,SERVIZIO NEFRODIALITICO TIKE SRL,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,60,983590894.0,,,931,759493,,
Siracusa,37.0788269,15.157604,96014,VIA CARBONARO 60,AMBULATORIO DI EMODIALISI FLORIDIANO SRL,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,50,848980892.0,floridiano@virgilio.it,,931,948622,931.0,940614.0
0,0.0,0.0,96010,VIA QUASIMODO PAL. C,SOCIETA' E SALUTE COOP ARL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,30,808180897.0,,,931,882900,,
Siracusa,37.0847517,15.2810053,96100,VIALE TICA 174,'CLEF S.A.S.' DEL DR. GIULIANO CARMELO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,35,1506810892.0,,,931,36685,,
0,0.0,0.0,96011,VIA LAVAGGI 71,STUDIO DI MEDICINA NUCLEARE DR. G. MURE' SNC,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,36,1017190891.0,med.nucleare.augusta@virigilio.it,,931,994761,,
Siracusa,36.8209389,14.9505099,96019,VIA BELLINI 77,NIFRAS DI CALVO ANTONINO SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,27,1548930898.0,,,931,857326,,
Siracusa,36.8203494,14.946075,96019,VIA SERBATOIO; 4,CE.ME.D. DEL DR DI ROSOLINI CARMELO S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,40,1549520896.0,,,931,859521,,
Siracusa,37.0802848,15.1556897,96014,CORSO VITTORIO EMANUELE 502,CENTRO OD. LO GIUDICE ENZO DEL DR. LO GIUDICE E. & C. SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,29,1300720899.0,titotitano@virgilio.it,,931,942011,,
Siracusa,37.080912,15.1525695,96014,VIA IV NOVEMBRE; 48,DENTAL CENTER FLORIDIA S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,36,1504970896.0,,,931,944131,,
Siracusa,37.0996949,15.1195692,96010,VIA DON MINZONI 7,KARDIA CENTRO DIAGN. E TERAPIA CARDIOVASC. DELLA DR.SSA M.FRANCESCA MIANO & C. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,32,1534850894.0,,,931,922888,,
Siracusa,37.0709196,15.283999,96100,VIA EUMELO 80,BIOS LANB. ANALISI CLINICHE SAS,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,19,1588330892.0,,,931,61584,,
Siracusa,37.2972763,15.0023493,96013,VIA ETNEA 154/A,CENTRO DIAGN. CARD. DEL DR. MONACO & C. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,24,1508750898.0,centrodiagnosticosas@arubapec.it,,95,990738,,
Siracusa,37.2960044,15.0043588,96013,VIA XXV APRILE; 13,'S.M. CARACCIOLO SRL SOC. UNIPERSONALE,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,44,1600140899.0,smcaracciolosrl@pec.it,,95,7832696,95.0,7832696.0
Siracusa,36.8881903,15.0655635,96017,VIA BOITO 2A,CENTRO NEURODIAGNOSTICO DEL DR. G. GENOVESI & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,25,1468660897.0,,,931,838563,931.0,835815.0
Siracusa,37.0802485,15.2776297,96100,VIA NECROPOLI GROTTICELLE 13,STUDIO PER LE MALATTIE CARDIOVASCOLARI DR. A. LIUZZO & C. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,25,1651430892.0,marcella.caziero@virgilio.it,,931,414774,931.0,441731.0
Siracusa,37.0912851,15.2783449,96100,VIA UNIONE SOVIETICA,DIALISI ARETUSE SRL,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,78,4345730966.0,,,931,490622,,
0,0.0,0.0,96012,C.SO VITT. EMANUELE 231,MEDILAB S.C.A.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,60,1544710898.0,,,931,832499,931.0,814068.0
Siracusa,37.2920921,15.0001419,96016,VIA ETNEA 23,CRES SOC. CONSORTILE a.r.l.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,39,1687770899.0,chiarenzagaetana@email.it,,95,902075,95.0,902079.0
0,0.0,0.0,96019,VIA ALIGHIERI ANG. TRILUSSA,ANALISI CLINICHE RIUNITE,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,35,1686440890.0,,,931,857206,931.0,857206.0
Siracusa,37.027378,15.0718071,96010,VIA UMBERTO 426,NUOVA MEDICINA SRL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,34,1587420892.0,,,931,946004,,
Siracusa,36.8921073,15.0662758,96017,CORSO VITTORIO EMANUELE 21,CENTRO ODONTOIATRICO MACCA SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,1673930895.0,,,931,838050,,
0,0.0,0.0,96011,VIA CARSO 10,BIVAL SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,3,16,3903590879.0,cicirata@unict.it,,931,7384031,,
Siracusa,37.098724,15.2722638,96100,VIALE DEI COMUNI 18/A,DE.DA. LAB. ANALISI CLIN. SOC. CONS. ARL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,41,1760500890.0,consorziosanitario@deda mail.it,,931,753231,931.0,753231.0
Siracusa,37.2294631,15.2211419,96012,VIA ROMA;73,STUDIO DI ORTOPEDIA E TRAUMATOLOGIA DR. CAMPISI GIUSEPPE & C. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,40,1632980890.0,,,931,833466,931.0,584855.0
Siracusa,37.0778871,15.2814893,96100,VIALE TERACATI 51/E,AMB. ODONTOIATRICO ARETUSEO DADO SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,14,1104670836.0,,,931,412654,,
Siracusa,37.0336305,15.0633589,96010,VIA REGINA ELENA 79,SCIBILIA FRANCESCO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,32,1068860891.0,,,931,947330,,
Siracusa,37.2439936,15.2201813,96012,VIA BENEDETTO CROCE; 6,AMB. ODONTOIATRICO DR. PALMERI RENATO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,622940898.0,renato.palmeri@alice.it,,931,563253,931.0,563253.0
0,39.8209155,16.2066314,96100,VIA DELLE VIGNE 76/78,CONSORLABO SOCIETA' CONSORTILE ARL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,35,1805850896.0,,,931,718355,,
0,0.0,0.0,96100,VIA GROTTASANTA 26,STUDIO DI GINECOLOGIA E OSTETRICIA G. CANNARELLA & C. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,30,1787910890.0,,,931,413308,,
Siracusa,37.0918625,15.2899929,96100,VIA SALVATORE MONTEFORTE 2,POLIDIAGNOSTICO SANTA LUCIA SRL,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,50,1819290899.0,,,931,701400,,
Siracusa,37.0918625,15.2899929,96100,VIA SALVATORE MONTEFORTE 2,POLIDIAGNOSTICO SANTA LUCIA SRL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,13,1819290899.0,,,931,701400,,
Siracusa,37.2889775,14.9991778,96016,VIA ZENONE; 9,FISIOMAG SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,1569890898.0,,,95,901886,,
Siracusa,36.8870576,15.074381,96017,VIALE PRINCIPE DI PIEMONTE; 32,LABORATORIO ANALISI CLINICHE EMOLAB VIRGA LUANA & C. S.A.S.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,5,S,5,22,1055060899.0,emolab.virga@pec.11,,931,839600,931.0,839600.0
Siracusa,36.7133698,15.0864761,96018,CORSO NUNZIO COSTA; 147,LABORATORIO ANALISI CLINICHE RUBERA MARIA,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,5,S,5,40,1124140896.0,laboratoriorubera@hotmail.it,,931,593988,931.0,593988.0
Siracusa,37.1000076,15.1137937,96010,VIA BELLINI; 41,CENTRO BIOMEDICO sas DR.SSA CULTRERA MARIA ROSA,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,26,1039380892.0,centro biomedicosas@hotmail.it,,931,947750,,
0,0.0,0.0,96010,VIA QAUSIMODO; 7,LABORATORIO S. TERESA snc,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,31,1156670893.0,laboratorio.santateresa@pec.buffetti.it,,931,883383,,
Siracusa,37.0610449,14.9101199,96010,VIA QUASIMODO; 7,CENTRO MEDICO DI DIAGNOSTICA PER IMMAGINI DI DI BARTOLO NUNZIO & C. snc,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,32,1111080899.0,nunziodibartolo@gmail.com,,931,882384,,
Siracusa,36.8188049,14.950047,96019,VIA MONTEVERDE; 19,LABORATORIO ANALISI CLINICHE S.A.L.U.S. SRL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,1844760890.0,salus-lab@pec.it,,931,858200,931.0,838164.0
Siracusa,37.2884849,14.9962145,96016,VIA DELLO STADIO ; 26,AMB. DI CARDIOLOGIA COCO SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,3,S,5,40,1531840898.0,cocosalvatore@alice.it,,95,7832770,95.0,7832770.0
0,45.5343844,10.2070489,96010,VIALE ITALIA 1,CENTRO ANALISI MELILLI SRL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,34,1371470897.0,enzobuc@inwind.it,,931,955111,931.0,950032.0
0,0.0,0.0,96016,VIA F.LLI BANDIERA; 13,DIAVERUM ITALIA SRL LENTINI,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,54,2243300361.0,six@diaverum.com,,95,901981,95.0,901981.0
