SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;DESCRIZIONECOMUNE;CAP;INDIRIZZO;DENOMINAZIONESITOLOGISTICO;LATITUDINE;LONGITUDINE;PARTITAIVA
ME;MESSINA;BARCELLONA POZZO DI GOTTO;98051;VIA KENNEDY N. 3, 5, 7;FLACCOMIO GIOVANNI;38,13272456;15,2274408;425960838
RG;RAGUSA;RAGUSA;97100;Via Giorgio La Pira n. 21/23;La Parafarmacia;36,8246606;14,5263254;1487880880
RG;RAGUSA;RAGUSA;97100;Via Giorgio La Pira n. 21/23;Merkant S.r.l.;36,8246606;14,5263254;1487880880
ME;MESSINA;SINAGRA;98069;ctr. Filippello zona industriale artigianale;Parafarmacia Biocenter srl;38,08264519;14,84954623;3168700833
PA;PALERMO;SANTA FLAVIA;90017;via sant'elia 97/f;tribuna pharma di tribuna vincenza;38,09160594;13,53836863;4602860829
SR;SIRACUSA;ROSOLINI;96019;VIA ALDO MORO ANG. VIA GIUGA;SANFILIPPO FARMACEUTICI SRL;36,82424;14,947792;1660470897
CT;CATANIA;CATANIA;95126;via Gabriele D'Annunzio 128;parafarmacia D'Annunzio;37,39249265;14,37221802;4508140870
PA;PALERMO;BAGHERIA;90011;via g.ppe Lo Bue 61;Le tre nature di Tripoli dr.ssa Elisa;38,07619955;13,49707364;6060820823
SR;SIRACUSA;MELILLI;96010;Via San Giovanni 23;Parafarmacia della Dott.ssa Valvo Erika;37,21094156;15,09948545;1737120897
PA;PALERMO;PALERMO;90129;Corso Calatafimi, 979b;Farmavita di Chianello Mary;38,10305774;13,33033886;6066650828
RG;RAGUSA;RAGUSA;97100;Via Ettore Fieramosca, 230;FARMA BRUSCE' DI TINNIRELLO VALENTINA JENNIFER;36,90707175;14,66410005;1603020882
RG;RAGUSA;RAGUSA;97100;Via Ettore Fieramosca n. 230;FARMACONTEA S.r.l.;36,90707175;14,66410005;1357210887
CT;CATANIA;TREMESTIERI ETNEO;95030;Via L. Capuana 22;Farma etnea S.r.l.;37,57444225;15,07341013;4946400878
RG;RAGUSA;COMISO;97013;VIA ARCH.B.MANCINI 60;PARAFARMACIA DEL VIALE SRL;36,951348;14,605219;1472120888
RG;RAGUSA;RAGUSA;97010;P.zza Scalo Trapanese;farmacontea srl;36,78309103;14,54819661;1357210887
TP;TRAPANI;CASTELVETRANO;91022;via Quintino Sella 83/85;Parafarmacia Dott.ssa Barbera;37,6851695;12,7936031;2449420815
CT;CATANIA;CALTAGIRONE;95041;Via Madonna della Via 165;Farmakosan;37,22007901;14,52725965;4518360872
CT;CATANIA;CALTAGIRONE;95041;Via S. maria di Gesù 20;Parafarmacia dell'Ospedale;37,19096831;14,51189636;4518360872
CT;CATANIA;ACI CASTELLO;95021;Via re martino 172;parafarmacia dott.ssa manuela trombetta;37,5547418;15,1462909;5850080879
CT;CATANIA;ACI CASTELLO;95021;via re martino 172;parafarmacia dott.ssa manuela trombetta;37,5547418;15,1462909;4965480876
CT;CATANIA;CALTAGIRONE;95041;Viale Europa 4/A;Parafarmacia EUROPA;37,21871015;14,52551475;4518360872
CT;CATANIA;CALTAGIRONE;95041;Via Fontanelle 5-7;Farmakosan;37,19096831;14,51189636;4518360872
AG;AGRIGENTO;AGRIGENTO;92100;viale Viareggio, 20;Veterfarmaci s.r.l.;37,26457367;13,58034043;2630690846
PA;PALERMO;BAGHERIA;90011;via Papa Giovanni XXIII, 17-19-21;Integra srl;38,07868195;13,51779403;5249610824
PA;PALERMO;PALERMO;90144;via Empedocle Restivo 77;Parafarmacia Terranova;38,14682415;13,33436654;6064850826
CL;CALTANISSETTA;CALTANISSETTA;93100;Viale Luigi Monaco sn;Parafarmacia Le Palme;37,4441251;13,95751097;1874340852
CL;CALTANISSETTA;CALTANISSETTA;93100;Viale Luigi Monaco sn;Parafarmacia S.Elia;37,4441251;13,95751097;1927060853
CT;CATANIA;ACIREALE;95024;Via ludovico Ariosto 30;Parafarmacia PARA&FARMACO;37,61714779;15,15389822;4962890879
CT;CATANIA;SANTA MARIA DI LICODIA;95038;VIA MAZZINI 52;NICOLOSI SALVATRICE;37,62478541;14,89727729;4716080876
RG;RAGUSA;MODICA;97015;VIA LORETO 130-G;PARAFARMACIA MEDIFARMA DOTT.SSA ASSENZA ALESSANDRA;36,85389858;14,82264719;1501190886
CT;CATANIA;ACI CASTELLO;95021;VIA BRANCATI 11;PARAFARMACIA DOTT.SSA COSTA MARIA CHIARA;37,55617715;15,13931247;4915030870
ME;MESSINA;TAORMINA;98039;Via Crocifisso;Parafarmacia Porta Catania;37,85108765;15,28123385;1881630857
ME;MESSINA;GIARDINI-NAXOS;98035;Via Consolare Valeria C.da Pallio S.S.114;Centro Commerciale I Gabbiani;37,8241584;15,26243823;5031770877
PA;PALERMO;PALERMO;90100;via bandiera 39;Parafarmacia Bandiera;38,11846706;13,36119204;6085660824
SR;SIRACUSA;SIRACUSA;96100;VIA SAN SIMEONE,3;VI.DA.SRL;37,0714069;15,2829873;1746350899
PA;PALERMO;CASTELBUONO;90013;VIA CEFALU' N.116/118;GUARDI' GIUSEPPA;37,93218799;14,09570716;6100270823
RG;RAGUSA;POZZALLO;97016;via Salvatore Denaro , 1;Cabrefarm srl;36,732172;14,85668;1481920880
AG;AGRIGENTO;PORTO EMPEDOCLE;92014;Via Gancini,76;TEKNO PHILIAS SNC DI TERRANA CLAUDIO E C.;37,31044113;13,50704362;2436970848
CT;CATANIA;CATANIA;95123;via Cesare Beccaria 11;Parafarmacia;37,5155547;15,07726806;4971900875
CT;CATANIA;SANTA MARIA DI LICODIA;95038;Via Vittorio emanuele 42;Parafarmacia per essere in benessere;37,61378635;14,89472103;4953740877
ME;MESSINA;SANTA TERESA DI RIVA;98028;Via Lungomare 65 zona Barracca;PARAMEDICALFARMA;37,95709051;15,34563788;2692800838
TP;TRAPANI;ERICE;91016;Via Guglielmo Marconi, 159;Parafarmacia di farmacista Mannino Teresa;38,01432;12,56931605;2462860814
EN;ENNA;BARRAFRANCA;94012;VIA ROMANO N° 42;DOTT.SSA PIAZZA SANTA;37,379144;14,201071;1182830867
CT;CATANIA;CATANIA;95126;Via Nuovalucello 154/c;FARMA ROSA S.N.C di G. Bertuccio e G. La Rosa;37,44220831;15,03582932;4988360873
CT;CATANIA;CATANIA;95126;Via Nuovalucello 154/c, 154/c;FARMA ROSA S.N.C di G. Bertuccio e T. Di Gloria;37,44220831;15,03582932;4988360873
CT;CATANIA;CATANIA;95126;Via Nuovalucello 154/c, 154/c;FARMA ROSA di Giuseppe Bertuccio;37,44220831;15,03582932;5605620870
CT;CATANIA;ACIREALE;95024;via Madonna delle Grazie 1;parafarmacia dott.ssa Treccarichi Elisa;37,59606257;15,17072946;4648750877
ME;MESSINA;MESSINA;98158;via consolare pompea 303;Parafarmacia Idone Fulvio;38,25077624;15,59753709;3198290839
ME;MESSINA;MESSINA;98124;Via I settembre 44;LEFARMISSIME SRL;38,18795622;15,55832255;3197780830
PA;PALERMO;CARINI;90044;ss 113 km. 182;L'arcipelago s.r.l.;38,12956244;13,16340388;5648730827
PA;PALERMO;CARINI;90044;---- ss 113 km. 182;Vivisalute Carini;38,12956244;13,16340388;5636350877
ME;MESSINA;SANT'AGATA DI MILITELLO;98076;VIA CAMPIDOGLIO N.40;PARAFARMACIA RIZZO;38,03744438;14,64010999;3206350831
ME;MESSINA;MESSINA;98123;via E.L.Pellegrino,26;PARAFARMACIA CENTRALE;38,1940297;15,554114;3204370831
RG;RAGUSA;RAGUSA;97100;Fanfulla da Lodi 8;Parafarmacia dottor Giuseppe Occhipinti Amato;36,90707175;14,66410005;1502620881
CL;CALTANISSETTA;SAN CATALDO;93017;Via Vittorio Veneto, 20;Farmachl San Cataldo;37,49947519;13,92700114;1884490853
ME;MESSINA;MESSINA;98121;Viale della Libertà is 521 n°395;Naturpharma del Dr. Gullà Andrea;38,1940297;15,554114;3198720835
PA;PALERMO;PALERMO;90146;VIA LANZA DI SCALEA, 1963 - C/O CENTRO COMMERCIALE CONCA D'ORO;PARAFARMACIA CONCA D'ORO;38,1156879;13,3612671;2999080878
PA;PALERMO;PALERMO;90146;Via LANZA DI SCALEA, 1963 - C/O CENTRO COMMERCIALE CONCA D'ORO;PARAFARMACIA CONCA D'ORO;38,1156879;13,3612671;2999080878
CT;CATANIA;NICOLOSI;95030;via G. Garibaldi n.121;Nicoloso Domenica;37,613612;15,023007;4510540877
TP;TRAPANI;CASTELVETRANO;91022;Viale Roma,72;Parafarmacia Conad;37,69162475;12,80037566;2657430845
CT;CATANIA;CATANIA;95126;Caruso/via Acicastello ang.Via Teseo presso Ipersimply;noitutti s.r.l.;37,44220831;15,03582932;4996710879
SR;SIRACUSA;SIRACUSA;96100;Via Senatore di Giovanni, 20;"Orchidea Farma ""Farmavitae""";37,0714069;15,2829873;2043310891
SR;SIRACUSA;SIRACUSA;96100;Via Senatore di Giovanni, 20;"Orchidea Farma ""Farmavitae""";37,0714069;15,2829873;2106320894
SR;SIRACUSA;SIRACUSA;96100;Via Senatore di Giovanni, 20;Parafarmacia Ortopedia Sanitaria Dr Avolio;37,0714069;15,2829873;1751350891
RG;RAGUSA;MODICA;97015;VIA SAN GIULIANO N.111/E;FARMAIBLEA SNC DI BAGLIERI STEFANIA & SBANO ROSA;36,85389858;14,82264719;1511680884
PA;PALERMO;TERRASINI;90049;Corso Vittorio Emanuele 118;Parafarmacia DRAGOPHARM di DRAGO CORRADO;38,1473393;13,08594229;1761010899
CT;CATANIA;MISTERBIANCO;95045;via giuseppe garibaldi 19;farmatua srl;37,47575611;14,97389962;4996800878
PA;PALERMO;PALERMO;90145;VIALE MICHELANGELO N. 2200;GAMAC S.R.L.;38,13022074;13,33094987;4048740825
ME;MESSINA;PIRAINO;98060;VIA NAO 15;ARCIDIACO ANTONIA MARIA;38,15354012;14,87102812;1830049837
CL;CALTANISSETTA;CALTANISSETTA;93100;VIA AMICO VALENTI 36;PARAFARMACIA DOTT.SSA SIMONA VALENZA;37,4441251;13,95751097;1892080852
PA;PALERMO;PALERMO;90145;Piazza Matteo Maria Boiardo,1;Parafarmacia Galleria Notarbartolo s.r.l.;38,13201679;13,34240524;6066150829
CT;CATANIA;SCORDIA;95048;VIA MATTEOTTI, 2/D;STEFELI S.R.L.;37,2900979;14,8413689;5008520875
CT;CATANIA;ACI SANT'ANTONIO;95025;Via S. Giovanni 61;Parafarmacia D.ssa Guarnaccia Carmela;37,62426309;15,11751958;473020873
CT;CATANIA;CATANIA;95129;via vitt. emanuele orlando 24;parafarmacia natura & pharma;37,44220831;15,03582932;4744390875
AG;AGRIGENTO;LICATA;92027;Piazza Stazione s.n.c.;BIONATURAL PHARMA;37,15445221;13,91888255;2686000841
CT;CATANIA;ACIREALE;95024;"Via Madonna delle Grazie Presso Ipersimply centro comm.""Il Ciclope""";noitutti s.r.l.;37,63441983;15,16067303;4996710879
CT;CATANIA;ACIREALE;95024;"via Madonna delle Grazie Presso Ipersimply centro comm.""Il Ciclope""";noitutti s.r.l.;37,63441983;15,16067303;4996710879
ME;MESSINA;MISTRETTA;98073;VIA LIBERTA' 161;PARAFARMACIA DOTT.SSA MAZZARA BOLOGNA M. ANTONELLA;37,90318433;14,36815817;3207250832
ME;MESSINA;LETOJANNI;98037;via Garufi,20;La nuova parafarmacia di garofalo bruno & C. s.a.s;37,89089688;15,30794138;3195130830
PA;PALERMO;PRIZZI;90038;VIA LIBERTA' 57;PARAFARMACIA DOTT.SSA MADONIA & C. S.N.C.;37,73545936;13,45242184;6143330824
PA;PALERMO;PALERMO;90133;Via Torremuzza , 17;Parafarmacia Torremuzza del Dott. Maurizio Mello;38,1165996;13,37259367;6144190821
PA;PALERMO;PALERMO;90144;VIA PIPITONE FEDERICO, 20;FARMASELF DI MADONIA FRANCESCO;38,13022074;13,33094987;6144750822
RG;RAGUSA;RAGUSA;97100;via roma 183;parafarmacia del centro;36,94482094;14,61024719;1515560884
RG;RAGUSA;SCICLI;97018;via Miccichè, 104;FARMABAROCCO;36,7631782;14,6366812;1513820884
AG;AGRIGENTO;AGRIGENTO;92100;VIA FOSSE ARDEATINE SNC;CONAD SUPERSTORE;37,32219769;13,56610079;2657430845
CT;CATANIA;SANTA MARIA DI LICODIA;95038;VIA VITTORIO EMANUELE, 1;ROCAPHARM S.R.L.;37,61378635;14,89472103;4897540870
CT;CATANIA;GIARRE;95014;Via Principessa di Piemonte n. 12/14;Omnifarma srl;37,718422;15,1682882;4567830874
CT;CATANIA;GIARRE;95014;Via Principe di Piemonte n. 12/14;Omnifarma srl;37,718422;15,1682882;5030930878
CT;CATANIA;GIARRE;95014;Via Principessa di Piemonte n. 12/14;Omnifarma srl;37,718422;15,1682882;5030930878
PA;PALERMO;PALERMO;90143;VIA GREGORIO UGDULENA 5/A;PUNTO-PHARMA-UGDULENA SRL;38,140365;13,34682099;6133120821
CT;CATANIA;PIEDIMONTE ETNEO;95017;Via Nuova del Convento, 18;PARAFARMACIA DOTT. GIUSEPPE RUSSO;37,80137412;15,13959784;4998420873
CT;CATANIA;PIEDIMONTE ETNEO;95017;corso vittorio emanuele II 111;etnafarma srl;37,8091538;15,1764398;5010430873
PA;PALERMO;ISOLA DELLE FEMMINE;90040;via cristoforo colmbo 126;parafarmacia isola del farmaco;38,1966364;13,2481759;6136350821
AG;AGRIGENTO;RIBERA;92016;Viale Garibaldi, 108;Parafarmacia Dr.ssa Mulè Maria Giusi;37,5007062;13,2605466;2690230848
CT;CATANIA;CATANIA;95123;via Giuseppe Fava, 16;Saretta Alberti;37,16190435;14,7648681;4386960878
EN;ENNA;LEONFORTE;94013;C.so Umberto 562;PARAFARMACIA-M.A.S. del Dr. Runfola G. e Figli snc;37,6417645;14,3982843;1189050865
PA;PALERMO;PALERMO;90124;VIA DELL'ORSA MINORE 272/274;PARAFARMACIA SERV. E SALUTE DEL DOTT.LISTRO ORAZ;38,09445597;13,36834451;5257220821
PA;PALERMO;PALERMO;90145;VIA LO VERDE 9-31;L'ARCIPELAGO S.R.L.;38,1862873;13,3097523;5648730827
PA;PALERMO;PALERMO;90145;Via LO VERDE 9-31;L'ARCIPELAGO S.R.L.;38,1862873;13,3097523;6030030826
PA;PALERMO;CARINI;90044;Via nazionale n.30;Parafarmacia Abbate;38,1668279;13,1081077;6138020828
AG;AGRIGENTO;SCIACCA;92019;v. Cataldo Amodei 4;Parafarmacia Dott. Carmelo Triolo;37,5085148;13,0816305;2462260841
AG;AGRIGENTO;SCIACCA;92019;v. Cataldo Amodei 4;Parafarmacia Dott. Carmelo Triolo;37,5085148;13,0816305;2763800840
SR;SIRACUSA;PACHINO;96018;Via Mascagni 28;parafarmacia del viale;36,721498;15,1016002;1700770892
SR;SIRACUSA;PACHINO;96018;via Mascagni 28;parafarmacia del viale;36,721498;15,1016002;1700770892
AG;AGRIGENTO;LICATA;92027;CORSO ARGENTINA SNC;CENTRO COMMERCIALE IL PORTO;37,1017094;13,9373306;2657430845
PA;PALERMO;PARTINICO;90047;viale dei platani n. 87;CONAD SUPERSTORE;38,0569719;13,1126483;2657430845
TP;TRAPANI;MAZARA DEL VALLO;91026;via giovanni bessarione n. 196;CONAD SUPERSTORE;37,6624662;12,570615;2657430845
CT;CATANIA;GRAVINA DI CATANIA;95030;Via G.Simili 3/a;Parafarmacia Dott.ssa Nociforo Veronica;37,514935;15,0963463;4952660878
PA;PALERMO;TERMINI IMERESE;90018;VIA PIERSANTI MATTARELLA 13;CURRERIFARMAPIU' DI CURRERI GIOVANNA & C. S.N.C.;37,9926991;13,6589799;6161870826
PA;PALERMO;PALERMO;90124;VIA SANTA MARIA DI GESU' N.3/A;FATTA CLEMENTINA;38,1156879;13,3612671;319170825
SR;SIRACUSA;SIRACUSA;96100;v.le Zecchino, 121;Parafarmacia d.ssa C. Consoli;37,08489627;15,28310629;1523320891
ME;MESSINA;ACQUEDOLCI;98070;via ricca salerno 76;parafarmacia sanitaria chiodo franca;38,0560271;14,58509;2932400837
RG;RAGUSA;ACATE;97011;via amorelli 15a;Parafarmacia Dott. Bruno Gallo;37,022963;14,496757;1525400881
CT;CATANIA;PATERNO';95047;Via Emanuele Bellia n° 193/195;Parafarmacia Akos;37,5723461;14,9048373;5045660874
CT;CATANIA;PATERNO';95047;Via Emanuele Bellia n° 193/195;Parafarmacia Akos;37,5723461;14,9048373;5231860874
CT;CATANIA;ACIREALE;95024;Via Salvatore Vigo 94/98;Parafarmacia Via Vigo della Dott. Camilla Bottino;37,60676477;15,1619158;5044250875
EN;ENNA;BARRAFRANCA;94012;Viale Signore Ritrovato,41;Parafarmacia Paternò;37,376372;14,206672;1190930865
CT;CATANIA;TRECASTAGNI;95039;Via Giuseppe Verdi 6;PARAFARMACIA DOTT.SSA CHIARA GULLO;37,6167773;15,0737097;5056140873
PA;PALERMO;BOLOGNETTA;90030;VIA JOHN KENNEDY, 8;RAINERI ROSA;37,9537252;13,4136438;6170530825
RG;RAGUSA;ISPICA;97014;via Duca D'Aosta n.27;parafarmacia Dott.ssa Carbonaro Angelica;36,7845472;14,9083707;1492800881
SR;SIRACUSA;NOTO;96017;Corso Vittorio Emanuele 129;Parafarmacia;36,8912199;15,069793;1777290899
CT;CATANIA;CATANIA;95121;Via S. Giuseppe La Rena, 67-c/o c.c. Auchan La Rena - Box n.5;Parafarmacia La Rena;37,5080386;15,0828512;2999080878
CT;CATANIA;NICOLOSI;95030;via Etnea, 36;parafarmacia dottoressa giada bua;37,616786;15,0245926;5042990878
PA;PALERMO;CASTELBUONO;90013;via abruzzo 45;parafarmacia farma store;37,927774;14,0896241;3930150820
AG;AGRIGENTO;AGRIGENTO;92100;viale cannatello 105;bazan renato & figli s.n.c.;37,2617119;13,6237627;2678110848
RG;RAGUSA;SANTA CROCE CAMERINA;97017;VIA CAUCANA 48/A;MEDIFARM DI BETTOLINO DANIELE;36,8258425;14,5236535;1528170887
ME;MESSINA;CAPO D'ORLANDO;98071;via Piave, 35;Parafarmacia Dr. Livio CHiesa;38,161526;14,746459;6188760828
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;Via Ravanusa 23 b;FARMASAN di Pandolfo Fabio;37,571584;15,0866731;5055340870
ME;MESSINA;NIZZA DI SICILIA;98026;via umberto I 427;Parafarmacia jonica s.n.c.;37,992875;15,412122;2932940832
PA;PALERMO;PALERMO;90128;VIA ERNESTO BASILE 18/20;FARMA LINEA STORE S.R.L.;38,0992911;13,3468269;6188840828
ME;MESSINA;MESSINA;98147;VIA COMUNALE CAMARO, 76;PARAFARMACIA DOTT.SSA ARICO';38,1907018;15,5158479;3243000837
PA;PALERMO;BISACQUINO;90032;VIA FRANK CAPRA;farmavet del dott.Maniscalco ANTONINO;37,700573;13,2583412;6171720821
CT;CATANIA;CALTAGIRONE;95041;viale Mario Milazzo, 120;Parafarmacia Moderna;37,2205727;14,5263182;5065820879
PA;PALERMO;PALERMO;90146;via dei Nebrodi 65 A/B;parafarmacia M & C pharma s.r.l.;38,148092;13,3304227;6199730828
PA;PALERMO;PALERMO;90100;VIA GARCIA LORCA, 1;PARAFARMACIA KALIMERASPERA;38,1658618;13,3210927;3959610829
PA;PALERMO;PALERMO;90100;Via GARCIA LORCA, 1;PARAFARMACIA KALIMERASPERA;38,1658618;13,3210927;3959610829
PA;PALERMO;PALERMO;90100;Via GARCIA LORCA, 1;PARAFARMACIA KALISPERA;38,1658618;13,3210927;6003800825
CT;CATANIA;FIUMEFREDDO DI SICILIA;95013;VIA MARINA 7/A;FARMAFIDA SRL;37,7922563;15,2113603;5033610873
PA;PALERMO;PALERMO;90141;via Nicolò Garzilli,34/b;Parafarmacia Farma.Gia;38,1275787;13,3513341;190080820
ME;MESSINA;SAN MARCO D'ALUNZIO;98070;Via Aluntina 32;Parafarmacia Rabbone;38,0728878;14,6989091;3254100831
ME;MESSINA;SAN MARCO D'ALUNZIO;98070;Via Aluntina 32;Parafarmacia Rabbone;38,0728878;14,6989091;3420310835
CT;CATANIA;ACI CATENA;95022;via vittorio emanuele,64;esercizio farmaceutico pharmanaturae;37,6039739;15,1423013;1703350833
AG;AGRIGENTO;LAMPEDUSA E LINOSA;92010;via Roma 32;Luca Maria;35,5004728;12,6055049;1625720840
RG;RAGUSA;MODICA;97015;via Cava Gucciardo Pirato 27/B;Medicamenta;36,830857;14,770953;1326090881
PA;PALERMO;PALERMO;90145;VIA TIEPOLO GIOVAN BATTISTA 22/24;PARAFARMACIA UDITORE;38,1354976;13,3232799;5257230820
PA;PALERMO;BOLOGNETTA;90030;Via Bivio, sn;Sanicart di Di Fresco Silvana & C. S.a.s;37,9632187;13,4572578;3501540821
SR;SIRACUSA;NOTO;96017;Viale Lido di Noto N.6;Parafarmacia Dott.ssa Viola Antonietta;36,8824697;15,1064882;1777290899
ME;MESSINA;MILAZZO;98057;Via Firenze sn;Ipercoop Corolla;38,2182078;15,2361933;3503411203
ME;MESSINA;MILAZZO;98057;via Firenze sn;Ipercoop Corolla;38,2182078;15,2361933;5314510826
PA;PALERMO;PALERMO;90145;via Francesco Vivona 9;Parafarmacia FG Farm snc;38,1257039;13,3392716;5671880820
PA;PALERMO;LASCARI;90010;Contrada Piana Romana SN;FARMAPOINT DI Lucia Pecoraro;37,9977026;13,9445265;5639950822
PA;PALERMO;LASCARI;90010;Contrada Piana Romana SN;FARMAPOINT DI Salvatore Scianna;37,9977026;13,9445265;5639950822
RG;RAGUSA;ISPICA;97014;C.da Santa Maria del Focallo - Via dei Venti Sn;Parafarmacia del Borgo;36,788137;14,9101565;1536770884
TP;TRAPANI;MARSALA;91025;CONTRADA BERBARO SNC;FARMAS SNC;37,798045;12,4370156;2264570819
CT;CATANIA;CATANIA;95125;via Filocomo 42;Farmasan di Pandolfo Fabio;37,5217054;15,0813441;5055340870
PA;PALERMO;MARINEO;90035;Via Vittorio Veneto n°16;Parafarmacia dr. Pietro Ferrantelli;37,9515766;13,416198;5554650829
PA;PALERMO;PALERMO;90129;Corso Calatafimi,975/c;Farmavita di Chianello Mary;38,111051;13,335745;6066650828
CT;CATANIA;PATERNO';95047;Viale dei Platani n°1;Parafarmacia Starbene s.n.c;37,570952;14,902683;4501820874
TP;TRAPANI;SALEMI;91018;VIA ALBERTO FAVARA N 43;PARAFARMACIA DEL DOTT.FAVUZZA FRANCESCO;37,823142;12,805637;2348730819
AG;AGRIGENTO;FAVARA;92026;VIA CAPITANO CALLEA, 110;SAN FRANCESCO DI VALENTI MARCO E VINCENZO SNC;37,3177079;13,6625635;2721990840
AG;AGRIGENTO;CANICATTI';92024;VIA NOLA 1;FARMASAN SRL;37,358942;13,850364;2501420844
TP;TRAPANI;SALEMI;91018;via Dante Alighieri, 2;Parafarmacia San Leoanrdo;37,823142;12,805637;141410811
PA;PALERMO;GANGI;90024;VIA NAZIONALE,246;MADONIE VETERINARIA SRL;37,7959979;14,2036497;4976530826
PA;PALERMO;GANGI;90024;Via NAZIONALE,246;MADONIE VETERINARIA SRL;37,7959979;14,2036497;4976530826
PA;PALERMO;BELMONTE MEZZAGNO;90031;VIa j.kennedy , 87;M.D.M di Miccichè Maria Daniela;38,04565;13,394647;6239930826
ME;MESSINA;SANT'AGATA DI MILITELLO;98070;via Medici n.409;Parafarmacia Dott.ssa Merlino Adriana;38,067859;14,632672;3273310833
EN;ENNA;ENNA;94100;via risorgimento 12;Parafarmacia della dott.ssa Lara Sanfilippo;37,5598916;14,2764246;6205070821
CT;CATANIA;RIPOSTO;95018;via Pasquale Almerigo, 3;Salute e Benessere di Russo Daniela;37,730557;15,200888;5104180871
CT;CATANIA;SANT'AGATA LI BATTIATI;95030;Via Balatelle 24/26 presso centro ccomm.le Le Balatelle;VIVISALUTE;37,5599391;15,0792654;4996710879
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;#NOME?;Ipercoop Zagare;37,5776149;15,0949548;3503411203
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;contrada Bottazzi;Ipercoop Zagare;37,5776149;15,0949548;5314510826
PA;PALERMO;PALERMO;90146;Via Ugo La Malfa, 115;Parafarmacia La Malfa;38,167386;13,30451;2999080878
ME;MESSINA;MERI';98040;VIA DANTE 118;PARAFARMACIA  DOTT SCARCELLA ANTONINO;38,165865;15,249884;3151790833
CT;CATANIA;CATANIA;95128;Via Caronda 434 - 436;Parafarmacia Dott.ssa Rosalinda Giudice;37,5266195;15,0828345;5080790875
CT;CATANIA;CATANIA;95127;Corso delle Province, 168;ST.S. srl;37,5163912;15,0953255;2792510832
PA;PALERMO;PALERMO;90129;via cuba 79;elgafar 3 srl;38,1055538;13,3410263;5626090822
ME;MESSINA;MESSINA;98121;Via Garibaldi,293;Parafarmacia Lojacono Raffaele;38,1661574;15,251175;3273210835
TP;TRAPANI;SALEMI;91018;VIA ALBERTO FAVARA N 43;PARAFARMACIA DEL DOTT.FAVUZZA FRANCESCO;37,823142;12,805637;2348730819
ME;MESSINA;BARCELLONA POZZO DI GOTTO;98051;VICO CALDERà 7/angolo VIA CALDERà 24;PARAFARMACIA PICCIOLO MARIA;38,147565;15,210484;407660836
SR;SIRACUSA;FLORIDIA;96014;via Bartolo D'Agostino, 44;ParaFarmacia Cassaniti D.ssa Giuseppina;37,086946;15,151894;5275640828
CT;CATANIA;ACI CATENA;95022;Piano San Filippo, 17;Parafarmacia San Filippo di Fichera Giuseppa;37,5879616;15,1411717;5129510870
CT;CATANIA;CATANIA;95128;Via M. R. Imbriani 181/D;BioCelia;37,5028972;15,0870338;4928540873
ME;MESSINA;FRANCAVILLA DI SICILIA;98034;VIA VITTORIO EMANUELE 3;PARAFARMACIA DEL CORSO S.R.L.;37,90186;15,137485;3275620833
ME;MESSINA;FRANCAVILLA DI SICILIA;98034;Via VITTORIO EMANUELE 3;PARAFARMACIA DEL CORSO S.R.L.;37,90186;15,137485;3275620833
CL;CALTANISSETTA;CALTANISSETTA;93100;Via Turati 110;Parafarmacia Dott.ssa Scarpulla Manuela;37,1487117;14,3916798;1918640853
SR;SIRACUSA;ROSOLINI;96019;via Sipione 144;FARMASALUS;36,8220006;14,9458121;1797370895
ME;MESSINA;MESSINA;98168;Via Consolare Pompea n°17;Parafarmacia Paradiso del Dr. Luigi Felici;38,1937571;15,5542082;3260820836
CT;CATANIA;ACI CASTELLO;95021;Via Tripoli 155/157;Farma Rosa S.N.C.;37,5542111;15,14856;4988360873
ME;MESSINA;ALI' TERME;98021;Via F. Crispi, 24;Parafarmacia delle Terme;38,005064;15,42269;3285080838
PA;PALERMO;PALERMO;90135;Via Pietratagliata n. 19-29;L'arcipelago s.r.l.;38,111051;13,335745;5636350877
PA;PALERMO;PALERMO;90135;via Pietratagliata n. 19-29;L'arcipelago s.r.l.;38,111051;13,335745;5648730827
PA;PALERMO;PALERMO;90135;Via Pietratagliata n. 19-29;Vivisalute leoni;38,111051;13,335745;5636350877
PA;PALERMO;PALERMO;90129;Corso CORSO CALATAFIMI, 613;PARAFARMACIA OLISTICA;38,1032202;13,3307307;5249610824
PA;PALERMO;PALERMO;90129;corso calatafimi 613;olistica srls;38,1032202;13,3307307;6260550824
PA;PALERMO;ALTAVILLA MILICIA;90010;VIA ARC. GAGLIANO,2;PARAFARMACIA GUAGLIARDO S.A.S;38,037851;13,54835;6256920825
PA;PALERMO;PALERMO;90146;Via Alcide De Gasperi, 84/86;EUROFARMACONSRL;38,1507364;13,3368405;6232770823
SR;SIRACUSA;SIRACUSA;96100;VIA TESTAFERRATA 10/12;SIDEREUS S.R.L.;37,0714375;15,283007;1803210895
SR;SIRACUSA;CARLENTINI;96013;VIA GRAMSCI, 49;PHARMASAN DI ANTONELLA MESSINA;37,269548;15,012589;1810060895
CT;CATANIA;PATERNO';95047;Via F.Petrarca 77;Farmacg;37,570952;14,902683;5136890877
