CODICEIDENTIFICATIVOSITO;DENOMINAZIONESITOLOGISTICO;INDIRIZZO;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;LATITUDINE;LONGITUDINE;LOCALIZE
12333;Igeapharm;Via Gaspare Palermo, 61;6532104826;90127;82053;PALERMO;82;PA;PALERMO;190;SICILIA;42705;-;38,1053488;13,3636207;1
12343;PARAFARMACIA LE SOURIRE;Viale IONIO, 112;5164130873;95129;87015;CATANIA;87;CT;CATANIA;190;SICILIA;42736;-;37,5141839;15,1020924;1
12351;Parafarmacia Notarbartolo srl;Via Francesco lo Iacono, 35;6550960824;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;42736;44286;38,1331395;13,3453681;1
12359;SaluteInFarma di Cicchetti Claudio;Via Gianforma Ponte Margione, 12 bis/ 3 e 4;1598550885;97015;88006;MODICA;88;RG;RAGUSA;190;SICILIA;42736;-;36,8588214;14,7608121;1
12382;PARAFARMACIA NATUR ELLE DI DESIRE'E ALLEGRA;Via della Regione, 196;5419060875;95037;87041;SAN GIOVANNI LA PUNTA;87;CT;CATANIA;190;SICILIA;42736;43373;37,5791023;15,0900579;1
12440;Parafarmacia Dell'Immacolata;Via Umberto, 183;4747780874;95027;87042;SAN GREGORIO DI CATANIA;87;CT;CATANIA;190;SICILIA;42767;-;37,5700497;15,1145008;1
12447;MOSCATO EUGENIA;Via ARMANDO DIAZ, 2;4497970873;95046;87032;PALAGONIA;87;CT;CATANIA;190;SICILIA;42767;-;37,3330786;14,7416668;1
12451;PARAFARMACIA ETNEA DI LUCCA VERONICA;Via ETNEA, 684;5395250870;95128;87015;CATANIA;87;CT;CATANIA;190;SICILIA;42767;-;37,522204;15,0827891;1
12458;PARAFARMACIA NAZIONALE Della Dott.ssa Francesca Parrino;Via P. Vincenzo Tirendi, 2A;5434980875;95016;87023;MASCALI;87;CT;CATANIA;190;SICILIA;42767;-;37,7485154;15,192988;1
12493;PARAFARMACIA SANTA BARBARA;Piazza SANTA BARBARA, 5;5437410870;95030;87058;RAGALNA;87;CT;CATANIA;190;SICILIA;42767;-;37,6303404;14,9392288;1
12496;PARAFARMACIA DR.PIETRO FERRANTELLI;Via FALCONE E BORSELLINO, 26;5554650829;90035;82046;MARINEO;82;PA;PALERMO;190;SICILIA;42767;-;37,95174415;13,41631076;1
12507;Officina del benessere s.r.l.;Via Luigi Monaco, 12;1749090856;93100;85004;CALTANISSETTA;85;CL;CALTANISSETTA;190;SICILIA;42795;-;41,9027835;12,4963655;1
12524;Natura & Bio di Tambato Antonio;Via libertà, 37;2024130839;98042;83064;PACE DEL MELA;83;ME;MESSINA;190;SICILIA;42795;-;38,201103;15,315945;1
12565;Biocelia Scicli di Roberto Tamà;Via Via Pistone 7, 7;1617790884;97018;88011;SCICLI;88;RG;RAGUSA;190;SICILIA;42826;42855;36,7919139;14,70495;1
12573;PARAFARMACIA PORTA CATANIA VERSO DOTT.SSA VIVIANA;Via Crocifisso, s.n.;3358990830;98039;83097;TAORMINA;83;ME;MESSINA;190;SICILIA;42826;43069;37,8468572;15,278545;1
12578;Parafarmacia Mattina;Via Fratelli Vasapolli, 175;1220090862;94012;86004;BARRAFRANCA;86;EN;ENNA;190;SICILIA;42826;44286;37,374688;14,201447;1
12594;Parafarmacia Sant'Andrea Sede di Caltanissetta;Viale Trieste, 131/I-131/L-131/M;1786130854;93100;85004;CALTANISSETTA;85;CL;CALTANISSETTA;190;SICILIA;42856;44651;0;0;1
12595;FARMEDI S.R.L.;Corso SAVOIA, 28;4905510873;95024;87004;ACIREALE;87;CT;CATANIA;190;SICILIA;42856;-;37,6143924;15,1654389;1
12598;Parafarmacia;Viale Regina Margherita, 59;3447690839;98122;83048;MESSINA;83;ME;MESSINA;190;SICILIA;42856;44500;38,19957085;15,54863799;1
12601;PARAFARMACIA DEL CENTRO;Piazza MATTEOTTI, 7;3459150839;98071;83009;CAPO D'ORLANDO;83;ME;MESSINA;190;SICILIA;42856;-;38,161591;14,745702;1
12610;PARAFARMACIA SCOLARO GIUSEPPE;Via CENTONZE, 159;3459810838;98123;83048;MESSINA;83;ME;MESSINA;190;SICILIA;42856;-;38,1843396;15,5521145;1
12617;parafarmaciaisola srls;Via lido sacramento, 214;1915560898;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;42856;-;37,0343734;15,2794176;1
12632;TIESSEPHARMA SRL;Via Carducci, 68;1477130882;97011;88001;ACATE;88;RG;RAGUSA;190;SICILIA;42856;44773;0;0;1
12635;PARAFARMACIA 21 APRILE;Via VICENZA, 67;5905880877;95127;87015;CATANIA;87;CT;CATANIA;190;SICILIA;44652;-;37,5197925;15,0963258;1
12635;PHARMA ZOO;Via VICENZA, 67;5312720872;95127;87015;CATANIA;87;CT;CATANIA;190;SICILIA;42856;44651;37,5197925;15,0963258;1
12652;SOPHYCHRI SRLS;Via XX SETTEMBRE ANGOLO VIA CARACCI, 1;2644860815;91022;81006;CASTELVETRANO;81;TP;TRAPANI;190;SICILIA;42887;-;41,9027835;12,4963655;1
12667;Parafarmacia Sant'Andrea Sede di Caltanissetta;Viale Trieste, 131/I-131/L-131/M;1786130854;93100;85004;CALTANISSETTA;85;CL;CALTANISSETTA;190;SICILIA;42887;42916;37,4945795;14,0533868;1
12673;PARAFARMACIA FARMAOPEN;Stradastatale 114 KM 5,400 PISTUNINA, S.N.;3454570833;98141;83048;MESSINA;83;ME;MESSINA;190;SICILIA;42887;43677;38,1432521;15,525604;1
12685;PARAFARMACIA FARMA BENESSERE DEL DOTT. SERGIO PARRINO;Via NAZIONALE, 79;6598580824;90045;82031;CINISI;82;PA;PALERMO;190;SICILIA;42887;-;38,16402623;13,10511047;1
12699;covital s.r.l.s;Via a.manzoni, 63;5466440871;95041;87011;CALTAGIRONE;87;CT;CATANIA;190;SICILIA;42887;-;37,222793;14,523348;1
12701;Parafarmacia della marina dott. domenica pizzino;Contrada San gregorio porto turistico;2815510835;98071;83009;CAPO D'ORLANDO;83;ME;MESSINA;190;SICILIA;42887;44074;38,1538665;14,7666039;1
12721;PARAFARMACIA FICHERA;Via Casarsa, 42/B;3467680835;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;42917;-;37,8269069;15,2676652;1
12722;PARAFARMACIA FICHERA;Via Jannuzzo, 37/B;3467680835;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;42917;44286;37,8177577;15,2664303;1
12722;PARAFARMACIA FICHERA;Via Jannuzzo, 37/B;3569750833;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;44287;-;37,8177577;15,2664303;1
12729;Parafarmacia Dott.sa Catena Ragusa;Via Vittorio Emanuele, 127;3468750835;98037;83038;LETOJANNI;83;ME;MESSINA;190;SICILIA;42917;44377;0;0;1
12732;PARAFARMACIA NUTRIPARAVET DELL DOTT. GIULIO SCIOTTO;Viale DELLA REGIONE, 47;5468510879;95029;87053;VIAGRANDE;87;CT;CATANIA;190;SICILIA;42917;-;37,6083531;15,0960303;1
12736;PARAFARMACIA SAN PIO;Via G. D'ANNUNZIO, 48;1243720867;94015;86014;PIAZZA ARMERINA;86;EN;ENNA;190;SICILIA;42917;-;37,392702;14,372145;1
12740;parafarmacia villaggio marispica;Via zecchino, snc;1324350881;97014;88005;ISPICA;88;RG;RAGUSA;190;SICILIA;42917;-;36,7114072;14,95193124;1
12748;FARMA SERVIZI;Viale ZECCHINO, 80;1925770891;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;43374;-;37,086021;15,2849734;1
12748;FARMA SERVIZI;Viale ZECCHINO, 82;1925770891;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;42917;43373;37,086021;15,2849734;1
12762;parafarmacia dell' alcantara;Vial umberto I, 26;1647300837;98030;83029;GAGGI;83;ME;MESSINA;190;SICILIA;42917;43159;37,8592412;15,2218473;1
12772;IGEAPHARM;Via GASPARE PALERMO, 61;6532140826;90127;82053;PALERMO;82;PA;PALERMO;190;SICILIA;42917;-;38,105342;13,3636055;1
12773;farmaservice parafarmacia veterinaria;Via via mariano d'amelio, 46;6608240823;90143;82053;PALERMO;82;PA;PALERMO;190;SICILIA;42917;43039;38,09349821;13,39233398;1
12792;PARAFARMACIA DELLA TORRE DI GIUSEPPE SETTANTA;Contrada SAN GIACOMO, SN;1651680884;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;42917;44347;0;0;1
12793;parafarmacia viola;Stradastatale ss 113;3905220822;90045;82031;CINISI;82;PA;PALERMO;190;SICILIA;42917;-;38,16148048;13,10344851;1
12796;La Tua Parafarmacia di Ylenia Maria Amordeluso;Via Umberto I, 162;3587140835;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;44378;-;37,8402138;15,2765877;1
12796;La Tua Parafarmacia di Ylenia Maria Amordeluso;Via Umberto, 162;3587140835;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;43770;44377;37,8402138;15,2765877;1
12796;Parafarmacia del Corso s.r.l.;Via Umberto, 162;3275620833;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;42948;43769;37,8402138;15,2765877;1
12797;parafarmacia sparacino francesca;Via iditella, snc;3470640834;98050;83041;LIPARI;83;ME;MESSINA;190;SICILIA;42948;-;38,63319971;15,0763733;1
12811;PARAFARMACIA RABBONE S.R.L.S.;Via Aluntina, 22-24;3420310835;98070;83079;SAN MARCO D'ALUNZIO;83;ME;MESSINA;190;SICILIA;42948;-;38,072505;14,698969;1
12818;parafarmaciaviola;Stradastatale ss113, s.n.c.;3905220822;90045;82031;CINISI;82;PA;PALERMO;190;SICILIA;42948;-;38,16188506;13,10269833;1
12822;EGITTO FRANCESCO;Via PRINCIPE UMBERTO, IS.230 49/A;3448420830;98122;83048;MESSINA;83;ME;MESSINA;190;SICILIA;42948;-;38,194468;15,5462132;1
12826;PARAFARMACIA;Corso PALERMO TONNARELLA, 144;1827060839;98054;83028;FURNARI;83;ME;MESSINA;190;SICILIA;42948;-;38,1260084;15,1154285;1
12853;parafarmacia salmeri marina;Via duca degli abruzzi, 54/a;5083490879;95126;87015;CATANIA;87;CT;CATANIA;190;SICILIA;42979;-;37,5225347;15,1013006;1
12859;Parafarmacia - Erboristeria Crispi della dott.ssa G. Marcella Lo Re;Via Crispi, 227/229;5477580871;95131;87015;CATANIA;87;CT;CATANIA;190;SICILIA;42979;44865;37,5125551;15,0938395;1
12859;Parafarmacia BeZone Srl - Società Benefit;Via Crispi, 227/229;5477580871;95131;87015;CATANIA;87;CT;CATANIA;190;SICILIA;44866;44957;37,5125551;15,0938395;1
12859;Parafarmacia BeZone Srl - Società Benefit;Via Crispi, 227/229;5954210877;95131;87015;CATANIA;87;CT;CATANIA;190;SICILIA;44958;-;37,5125551;15,0938395;1
12864;conad superstore;Viale giostra, snc;5648730827;98121;83048;MESSINA;83;ME;MESSINA;190;SICILIA;42979;-;38,2071996;15,5585089;1
12882;Gurrisi - La Rosa;Via Vittorio Emanuele, 111;5304980872;95049;87054;VIZZINI;87;CT;CATANIA;190;SICILIA;42979;43039;37,1616646;14,7521167;1
12919;farmaservice parafarmacia veterinaria;Via la malfa, 10;6608240823;90146;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43009;-;38,15660199;13,31844717;1
12920;farmaservice parafarmacia veterinaria;Via Francesco Paolo Di Blasi, 18;6608240823;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43009;-;38,139875;13,34510028;1
12923;CENTRO PICASSO;Via DE GASPERI, 257;3959610829;90039;82079;VILLABATE;82;PA;PALERMO;190;SICILIA;43009;-;38,0838114;13,4496527;1
12938;PARAFARMACIA BELFIORE DI BELFIORE DOTT. ENRICO;Via ROMA, 134;5499030871;95015;87021;LINGUAGLOSSA;87;CT;CATANIA;190;SICILIA;43009;43677;37,8417471;15,142817;1
12953;farmaservice parafarmacia veterinaria;Via dante alighieri, 37;6608240823;91025;81011;MARSALA;81;TP;TRAPANI;190;SICILIA;43009;44286;37,7951133;12,4504149;1
12954;PARAFARMACIA DELLA D.SSA STEFANIA CANTELLI;Corso HO CHI MIN, 125;1664030887;97013;88003;COMISO;88;RG;RAGUSA;190;SICILIA;43009;44773;0;0;1
12988;2C Pharma sas di Contartese Giuseppe & c;Via salvatore cattafi, 31;3174590830;98058;83005;BARCELLONA POZZO DI GOTTO;83;ME;MESSINA;190;SICILIA;43040;-;38,149623;15,221288;1
12990;POLIGIULIA SOCIETA'COOPERATIVA;Via empedocle restivo, 80;6586350826;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43040;-;38,1449629;13,3352094;1
13032;Herborarium Biotrading;Via MARIO NUCCIO, 95;2445510817;91025;81011;MARSALA;81;TP;TRAPANI;190;SICILIA;43070;43951;37,7937775;12,4358946;1
13034;farmaservice srls;Via caduti di nassirya, s.n.;6608240823;91022;81006;CASTELVETRANO;81;TP;TRAPANI;190;SICILIA;43070;44286;37,6663085;12,8154036;1
13036;Parafarmacia Natura & Benessere;Via Vittorio Veneto, 22;3469050839;98071;83009;CAPO D'ORLANDO;83;ME;MESSINA;190;SICILIA;43070;-;38,162829;14,7469766;1
13047;Parafarmacia Dott.ssa Maria Paola Iudica;Via Botteghelle, 41;5500300875;95040;87056;MAZZARRONE;87;CT;CATANIA;190;SICILIA;43070;43799;37,095322;14,565385;1
13060;CONAD SUPERSTORE;Viale GIOSTRA, SNC;3404800835;98121;83048;MESSINA;83;ME;MESSINA;190;SICILIA;43070;43708;41,9027835;12,4963655;1
13065;FARMA.TECH SRL;Via Pablo Picasso, 12;1636350884;97015;88006;MODICA;88;RG;RAGUSA;190;SICILIA;43070;-;36,8322111;14,7664594;1
13074;PARAFARMACIA D'ANNUNZIO;Largo PASCOLI, 3-4-5;2999080878;95128;87015;CATANIA;87;CT;CATANIA;190;SICILIA;43070;43616;37,5176792;15,0908029;1
13074;PARAFARMACIA D'ANNUNZIO;Largo PASCOLI, 3-4-5;5609410872;95128;87015;CATANIA;87;CT;CATANIA;190;SICILIA;43617;-;37,5176792;15,0908029;1
13075;PARAFARMACIA URSO;Via VITTORIO EMANUELE, 181;5505960871;95038;87047;SANTA MARIA DI LICODIA;87;CT;CATANIA;190;SICILIA;43070;43799;37,6146813;14,890992;1
13088;Parafarmacia Natura & Benessere;Via Dei Mille, 39;2118470836;98057;83049;MILAZZO;83;ME;MESSINA;190;SICILIA;43101;44043;38,2155935;15,241676;1
13090;parafarmacia trieste;Via trieste, 33;5510390874;95127;87015;CATANIA;87;CT;CATANIA;190;SICILIA;43101;-;37,5174968;15,1009151;1
13144;parafarmacia dell alcantara;Via umberto I, 26;3493400836;98030;83029;GAGGI;83;ME;MESSINA;190;SICILIA;43132;43465;37,8592412;15,2218473;1
13179;Parafarmacia Federico II della Dott.ssa Spasari Maria Stella;Viale Epicarmo Corbino, 41;1335870893;96011;89001;AUGUSTA;89;SR;SIRACUSA;190;SICILIA;43132;-;37,257412;15,227042;1
13200;FARMACAPP DEL DOTT CAPPELLANI ALDO;Via SIRACUSA, 72;1952590899;96012;89002;AVOLA;89;SR;SIRACUSA;190;SICILIA;43132;-;36,9130665;15,1413517;1
13238;BENESSERE NATURA PARAFARMACIA;Via C. COLOMBO, 54/56;3505670830;98066;83066;PATTI;83;ME;MESSINA;190;SICILIA;43160;-;38,1517094;14,9700696;1
13240;PARAFARMACIA PIU' SALUTE;Corso ITALIA, 131;5541410873;95024;87004;ACIREALE;87;CT;CATANIA;190;SICILIA;43160;-;37,619202;15,15975;1
13248;PARAFARMACIA DEL CORSO DI G&S S.R.L.;Corso UMBERTO, 244;1270960865;94013;86011;LEONFORTE;86;EN;ENNA;190;SICILIA;43831;-;37,639286;14,392333;1
13248;PARAFARMACIA SAN PIO;Corso UMBERTO, 244;1243720867;94013;86011;LEONFORTE;86;EN;ENNA;190;SICILIA;43160;43769;37,639286;14,392333;1
13248;PARAFARMACIA SAN PIO;Corso UMBERTO, 244;1270960865;94013;86011;LEONFORTE;86;EN;ENNA;190;SICILIA;43770;43830;37,639286;14,392333;1
13308;lunifarma;Via M.R.Imbriani, 221;5533000872;95128;87015;CATANIA;87;CT;CATANIA;190;SICILIA;43191;-;37,5202077;15,0881808;1
13320;NANUK SRL;Via UMBERTO, 217;5543230873;95129;87015;CATANIA;87;CT;CATANIA;190;SICILIA;43191;-;37,512421;15,094449;1
13327;KHEMAFARMA;Via M. SS. DEL CARMELO, 34;5537970872;95014;87017;GIARRE;87;CT;CATANIA;190;SICILIA;43191;45077;0;0;1
13339;PARAFARMACIA NOTARBARTOLO;Via E. NOTARBARTOLO, 1/E;2999080878;90141;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43191;43465;38,1337666;13,3491361;1
13342;PARAFARMACIA LIOTTA S.N.C. D.SSE CLELIA E LIDIA LO BALBO;Via Generale Di Giorgio, 56;2135620835;98070;83107;ACQUEDOLCI;83;ME;MESSINA;190;SICILIA;43191;-;38,0573231;14,5902612;1
13349;parafarmacia recanati;Via jannuzzo, 37;3516030834;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;43221;-;37,8177714;15,2664407;1
13356;Parafarmacia Tavormina;Lungomare Giacomo Hopps;2693960813;91026;81012;MAZARA DEL VALLO;81;TP;TRAPANI;190;SICILIA;43221;-;37,6478305;12,5953995;1
13366;FARMAPOINT MAYMONE;Viale LAZIO, 60/C-62-62/A;3915280824;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43221;43830;38,1411591;13,3356723;1
13366;FARMAPOINT MAYMONE;Viale LAZIO, 60/C-62-62/A;6741410820;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43831;44286;38,1411591;13,3356723;1
13366;PARAFARMACIA MAYMONE DI ANGELO GIOVANNI LEONE & C S.N.C.;Viale LAZIO, 60/C-62-62/A;6741410820;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;44287;-;38,1411591;13,3356723;1
13379;Herborarium Biotrading;Via garibaldi, 17;2445510817;91025;81011;MARSALA;81;TP;TRAPANI;190;SICILIA;43221;43951;37,7988504;12,4345264;1
13382;PARAFARMACIA FARMAFAMILY;Contrada MARCELLINO C\O LA VELA;1874730896;96013;89006;CARLENTINI;89;SR;SIRACUSA;190;SICILIA;43221;-;41,9027835;12,4963655;1
13401;farmachl di Vittini Mariaconcetta;Via Giovanni Pascoli, 70b;1878130895;96018;89014;PACHINO;89;SR;SIRACUSA;190;SICILIA;43252;-;36,71447;15,080828;1
13427;PARAFARMACIA GUAGLIARDO SAS;Via Lungarini, 16/18;6256920825;90014;82023;CASTELDACCIA;82;PA;PALERMO;190;SICILIA;43252;-;38,054288;13,530653;1
13445;Mondo di alice;Via siculo orientale, 125;4567830874;95016;87023;MASCALI;87;CT;CATANIA;190;SICILIA;43282;-;37,7544839;15,1952135;1
13467;parafarmacia Malica;Contrada Malpertuso c7oCentro commerciale LA FILANDA;3515810830;98061;83007;BROLO;83;ME;MESSINA;190;SICILIA;43282;-;38,155825;14,8187871;1
13485;parafarmacia alcantara;Piazza vittorio emanuele, 4;3516030834;98030;83029;GAGGI;83;ME;MESSINA;190;SICILIA;43282;-;37,8601276;15,2216843;1
13490;Parafarmacia Naxion;Via casarsa, 42;3516030834;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;43282;-;37,8269069;15,2676652;1
13571;Para-FarmaMED;Via Regina Elena, 177;3526390830;98168;83048;MESSINA;83;ME;MESSINA;190;SICILIA;43313;43373;0;0;1
13571;Parafarmacia FarmaLife;Via Regina Elena, 177;3526390830;98121;83048;MESSINA;83;ME;MESSINA;190;SICILIA;43374;44377;0;0;1
13583;parafarmacia laurus;Via san silvestro, 1;1257480861;94018;86018;TROINA;86;EN;ENNA;190;SICILIA;43313;-;37,78585655;14,5951772;1
13605;PARAFARMACIA SALUTE E BENESSERE;Largo TRINACRIA, 11;6003800825;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43313;43404;38,1467516;13,3383057;1
13605;PARAFARMACIA SALUTE E BENESSERE;Largo TRINACRIA, 4/5;6003800825;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43405;-;38,1467516;13,3383057;1
13676;GIA.SVE.SRL;Via ALDEBARAN, 22;5580600871;95127;87015;CATANIA;87;CT;CATANIA;190;SICILIA;43374;-;37,521737;15,1106168;1
13684;Parafarmacia Dott.ssa Miriam Cristofaro;Corso Vittorio Emanuele, 81;4758100871;95042;87018;GRAMMICHELE;87;CT;CATANIA;190;SICILIA;43374;-;37,2114846;14,6393072;1
13706;farmaservice srls;Via delle magnolie, 22;6608240823;91011;81021;TRAPANI;81;TP;TRAPANI;190;SICILIA;43374;44286;37,9722548;12,9578279;1
13721;la terra pirrè rosa;Via roma, 354;1130000886;97019;88012;VITTORIA;88;RG;RAGUSA;190;SICILIA;43405;-;36,9476783;14,5273517;1
13725;PARAFARMACIA LUCCHESI ELENA;Via REGINA MARGHERITA, 129;2936660832;98028;83089;SANTA TERESA DI RIVA;83;ME;MESSINA;190;SICILIA;43405;-;37,9469364;15,3688548;1
13726;PHARMA EPIPOLI;Viale Epipoli, 64;1950760890;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;43405;43830;37,08152791;15,27248933;1
13747;ESSENTIAL;Riva Garibaldi, 10;1940940891;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;43405;-;37,0635408;15,2906559;1
13771;PARAFARMACIA BAARIA S.R.L.;Via AMERIGO VESPUCCI, 13-15;6699080823;90011;82006;BAGHERIA;82;PA;PALERMO;190;SICILIA;43405;-;38,0800241;13,5134535;1
13784;PARAFARMACIA;Via CASTELFORTE, 101/B-C;6729340825;90146;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43405;44651;38,179393;13,3251881;1
13804;PARAFARMACIA DI SAN GIUSEPPE;Via PRINCIPE DI PIEMONTE, 29;5362900879;95048;87049;SCORDIA;87;CT;CATANIA;190;SICILIA;43435;44043;37,295836;14,8440359;1
13804;PARAFARMACIA DI SAN GIUSEPPE;Via PRINCIPE DI PIEMONTE, 29;5753040871;95048;87049;SCORDIA;87;CT;CATANIA;190;SICILIA;44044;-;37,295836;14,8440359;1
13818;parafarmacia schisò;Via zara, 15;3537260832;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;43435;-;37,8257134;15,2678337;1
13836;BL VET;Via TERRASANTA, 20-22;6730090823;90141;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43435;-;0;0;1
13846;FARMISSIMA WELLNESS;Via PRIMO SETTEMBRE, 116;3527270833;98122;83048;MESSINA;83;ME;MESSINA;190;SICILIA;43435;-;0;0;1
13864;FARMALANDA S.R.L.;Via Vincenzo Generale Streva, 4;6732100828;90143;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43435;-;-;-;2
13877;PARAFARMACIA DR. PIER SANTI BASILE S.R.L.S.;Via SALVEMINI G., 38;1822580898;96017;89013;NOTO;89;SR;SIRACUSA;190;SICILIA;43435;44043;-;-;2
13883;parafarmacia dott.ssa Barbera;Via via giallonghi, 9;2449420815;91022;81006;CASTELVETRANO;81;TP;TRAPANI;190;SICILIA;43466;-;0;0;1
13899;Parafarmacia del benessere del dottor Diego Sgroj;Via UMBERTO I, 427;3538050836;98026;83061;NIZZA DI SICILIA;83;ME;MESSINA;190;SICILIA;43466;-;-;-;2
13925;PARAFARMACIA DOTT.SSA MELANIA DI PIAZZA;Via VENEZIA, 39;2645580842;92022;84009;CAMMARATA;84;AG;AGRIGENTO;190;SICILIA;43466;-;-;-;2
13941;ZOO SERVICE SRL parafarmacia veterinaria;Via castelvetrano, 30;6439220820;91026;81012;MAZARA DEL VALLO;81;TP;TRAPANI;190;SICILIA;43497;-;-;-;2
13945;Biberon;Via Elorina, 55;1788160891;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;43497;-;-;-;2
13961;PARAFARMACIA CITRUS;Via CITRUS, 14-16;1847120894;96011;89001;AUGUSTA;89;SR;SIRACUSA;190;SICILIA;43497;-;37,243194;15,22052;1
13995;Parafarmacia Recanati;Via jannuzzo, 37;3537260832;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;43525;-;37,8177577;15,2664303;1
14003;PARAFARMACIA MODERNA;Viale Mario Milazzo, 116;5065820879;95041;87011;CALTAGIRONE;87;CT;CATANIA;190;SICILIA;43525;-;37,2233767;14,5235588;1
14008;farmaservice srls;Via Castelvetrano, 30;6608240823;91026;81012;MAZARA DEL VALLO;81;TP;TRAPANI;190;SICILIA;43525;44286;37,6499049;12,598123;1
14014;Virz Antonella;Via xx settembre, 15;6765060824;90141;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43525;-;38,1253659;13,3536346;1
14028;PARAFARMACIA ESSENTIAL;Via NECROPOLI DEL FUSCO, SN;1983610898;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;43525;-;37,0708885;15,2661706;1
14031;ORTOPEDIA PARAFARMACIA CASSARO ANTONELLA;Via GIUSEPPINA TURRISI COLONNA, 86/88;6030030826;90141;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43525;-;38,1251581;13,3466771;1
14071;ZOO SERVICE parafarmacia veterinaria;Via delle magnolie, 22;6439220820;91011;81001;ALCAMO;81;TP;TRAPANI;190;SICILIA;43556;-;-;-;2
14074;Bellezza in Salute S.r.l.s.;Via Della Regione, 56;5165990879;95037;87041;SAN GIOVANNI LA PUNTA;87;CT;CATANIA;190;SICILIA;43556;-;37,5730862;15,08709813;1
14090;officine ortopediche policlinico srl;Via Via Papa Sergio I, 60;4998450821;90142;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43556;-;38,1524694;13,3705385;1
14119;PARAFARMACIA DOTTORESSA TIZIANA TERRANOVA;Via UMBERTO GIORDANO, 240;6631870828;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43556;-;38,137864;13,3379792;1
14169;Parafarmacia FarmaQualità;Via Consolare Antica, 595;3383830837;98071;83009;CAPO D'ORLANDO;83;ME;MESSINA;190;SICILIA;43709;-;38,136654;14,7288746;1
14169;Qualità supermercati;Via Consolare Antica - c/da Bruca;3383830837;98071;83009;CAPO D'ORLANDO;83;ME;MESSINA;190;SICILIA;43586;43708;38,136654;14,7288746;1
14205;PARAFARMACIA VALLE;Via VITTORIO EMANUELE, 81;6834690825;90030;82080;VILLAFRATI;82;PA;PALERMO;190;SICILIA;45047;-;37,9055978;13,4831714;1
14205;ROMANENGO ISABELLA;Via VITTORIO EMANUELE, 81;6777680825;90030;82080;VILLAFRATI;82;PA;PALERMO;190;SICILIA;43617;45046;37,9055978;13,4831714;1
14217;Parafarmacia Dott. Antonino Miranda;Via Cavour, 61;1947550891;96012;89002;AVOLA;89;SR;SIRACUSA;190;SICILIA;43617;-;36,91003429;15,13374933;1
14218;Parafarmacia natura e bellezza di Blangy Alexandra Moreno;Via Gaspare palermo, 61;6781580821;90127;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43617;-;38,1054249;13,3635529;1
14219;parafarmacia rosselli;Via diaz, 44/46;6768680826;90020;82078;VICARI;82;PA;PALERMO;190;SICILIA;43617;-;37,8261716;13,5705866;1
14253;Parafarmacia Cotroneo SRL;Via Dogali, 32;3570550834;98123;83048;MESSINA;83;ME;MESSINA;190;SICILIA;43647;44804;38,1859268;15,5567194;1
