Anno;Codice Regione;Codice Azienda;Codice struttura;Tipo assistenza erogata;Descrizione tipo assistenza erogata;Denominazione struttura;Partita IVA;Indirizzo;Codice Comune;CAP;E-mail;Sito web;Prefisso;Telefono;Prefisso fax;Numero fax;Tipo struttura;Tipo struttura di ricovero;Codice struttura di ricovero;Denominazione struttura di ricovero;Mesi di funzionamento;Tipo rapporto con il S.S.N.;Titolare della convenzione;Presenza Apparecchiature;Anno apertura;Mese apertura;Anno chiusura;Mese chiusura;Giorni settimanali di apertura;Ore settimanali di apertura;Data aggiornamento;
2018;190;207;600900;S01;ATTIVITA' CLINICA;OSPEDALE REGINA MARGHERITA COMISO;1426410880;via Paolo Borsellino C.tra MASTRELLA;88003;97013;dirsan.vittoria@asp.rg.it;;932;740111;932;964687;AMBULATORIO E LABORATORIO;1;190339;OSPEDALE REGINA MARGHERITA COMISO;12;1;;S;2009;9;;;6;36;20180102;
2018;190;207;600900;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;OSPEDALE REGINA MARGHERITA COMISO;1426410880;via Paolo Borsellino C.tra MASTRELLA;88003;97013;dirsan.vittoria@asp.rg.it;;932;740111;932;964687;AMBULATORIO E LABORATORIO;1;190339;OSPEDALE REGINA MARGHERITA COMISO;12;1;;S;2009;9;;;6;72;20180102;
2018;190;207;600900;S03;ATTIVITA' DI LABORATORIO;OSPEDALE REGINA MARGHERITA COMISO;1426410880;via Paolo Borsellino C.tra MASTRELLA;88003;97013;dirsan.vittoria@asp.rg.it;;932;740111;932;964687;AMBULATORIO E LABORATORIO;1;190339;OSPEDALE REGINA MARGHERITA COMISO;12;1;;S;2009;9;;;6;36;20180102;
2018;190;207;600901;S01;ATTIVITA' CLINICA;POLIAMBULATORIO COMISO;1426410880;"VIA ROMA;1";88003;97013;giovanni.digiacomo@asp.rg.it;;932;740435;932;740435;AMBULATORIO E LABORATORIO;;;;12;1;;S;2009;9;;;6;48;20180102;
2018;190;207;600901;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;POLIAMBULATORIO COMISO;1426410880;"VIA ROMA;1";88003;97013;giovanni.digiacomo@asp.rg.it;;932;740435;932;740435;AMBULATORIO E LABORATORIO;;;;12;1;;S;2009;9;;;5;36;20180102;
2018;190;207;600902;S01;ATTIVITA' CLINICA;POLIAMBULATORIO ISPICA;1426410880;VIA SARDEGNA;88006;97014;giovanna.leone@asp.rg.it;;932;446738;932;446727;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;600903;S01;ATTIVITA' CLINICA;OSPEDALE MAGGIORE MODICA;1426410880;"VIA ALDO MORO; 1";88006;97015;dirsan.modica@asp.rg.it;;932;448111;932;448537;AMBULATORIO E LABORATORIO;1;190340;OSPEDALE MAGGIORE MODICA;12;1;;S;2010;1;;;6;36;20180102;
2018;190;207;600903;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;OSPEDALE MAGGIORE MODICA;1426410880;"VIA ALDO MORO; 1";88006;97015;dirsan.modica@asp.rg.it;;932;448111;932;448537;AMBULATORIO E LABORATORIO;1;190340;OSPEDALE MAGGIORE MODICA;12;1;;S;2010;1;;;6;36;20180102;
2018;190;207;600903;S03;ATTIVITA' DI LABORATORIO;OSPEDALE MAGGIORE MODICA;1426410880;"VIA ALDO MORO; 1";88006;97015;dirsan.modica@asp.rg.it;;932;448111;932;448537;AMBULATORIO E LABORATORIO;1;190340;OSPEDALE MAGGIORE MODICA;12;1;;S;2010;1;;;6;36;20180102;
2018;190;207;600904;S01;ATTIVITA' CLINICA;POLIAMBULATORIO I° MODICA;1426410880;VIA VITTORIO VENETO;88006;97015;poliambulatorio.modica@asp.rg.it;;932;448724;932;448754;AMBULATORIO E LABORATORIO;;;;12;1;;S;2009;9;;;5;39;20180102;
2018;190;207;600904;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;POLIAMBULATORIO I° MODICA;1426410880;VIA VITTORIO VENETO;88006;97015;poliambulatorio.modica@asp.rg.it;;932;448724;932;448754;AMBULATORIO E LABORATORIO;;;;12;1;;S;2009;9;;;5;20;20180102;
2018;190;207;600905;S01;ATTIVITA' CLINICA;POLIAMBULATORIO POZZALLO;1426410880;"VIA ORIONE;4";88008;97016;giovanna.guarino@asp.rg.it;;932;446651;932;446471;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;600906;S01;ATTIVITA' CLINICA;POLIAMBULATORIO RAGUSA;1426410880;"VIA Licitra;11";88009;97100;poliambulatorio.ragusa@asp.rg.it;;932;234163;932;234163;AMBULATORIO E LABORATORIO;;;;12;1;;S;2009;9;;;6;66;20180102;
2018;190;207;600906;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;POLIAMBULATORIO RAGUSA;1426410880;"VIA Licitra;11";88009;97100;poliambulatorio.ragusa@asp.rg.it;;932;234163;932;234163;AMBULATORIO E LABORATORIO;;;;12;1;;S;2009;9;;;6;56;20180102;
2018;190;207;600907;S01;ATTIVITA' CLINICA;POLIAMBULATORIO SANTA CROCE CAMERINA;1426410880;"VIA G.DI VITTORIO ;1";88010;97017;distretto.vittoria@asp.rg.it;;932;821039;932;821039;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;30;20180102;
2018;190;207;600908;S01;ATTIVITA' CLINICA;POLIAMBULATORIO GIARRATANA;1426410880;VIA CALATAFIMI;88004;97010;medicina.base.giarratana@asp.rg.it;;932;976044;932;9776117;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;600909;S01;ATTIVITA' CLINICA;POLIAMBULATORIO CHIARAMONTE GULFI;1426410880;"VIA MARCONI;11";88002;97012;medicina.base.chiaramonte@asp.rg.it;;932;928009;932;928009;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;600910;S01;ATTIVITA' CLINICA;POLIAMBULATORIO MONTEROSSO ALMO;1426410880;VIA PADRE PIO;88007;97010;medicina.base.monterosso@asp.rg.it;;932;977685;932;977687;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;600911;S01;ATTIVITA' CLINICA;POLIAMBULATORIO SCICLI;1426410880;VIA OSPEDALE;88011;97018;mariarosa.battagliaiurato@asp.rg.it;;932;446366;932;446361;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;39;20180102;
2018;190;207;600912;S01;ATTIVITA' CLINICA;OSPEDALE BUSACCA SCICLI;1426410880;VIA OSPEDALE;88011;97018;dirsan.modica@asp.rg.it;;932;446111;932;832716;AMBULATORIO E LABORATORIO;1;190341;OSPEDALE BUSACCA SCICLI;12;1;;S;2009;9;;;6;36;20180126;
2018;190;207;600912;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;OSPEDALE BUSACCA SCICLI;1426410880;VIA OSPEDALE;88011;97018;dirsan.modica@asp.rg.it;;932;446111;932;832716;AMBULATORIO E LABORATORIO;1;190341;OSPEDALE BUSACCA SCICLI;12;1;;S;2009;9;;;6;36;20180126;
2018;190;207;600913;S01;ATTIVITA' CLINICA;OSPEDALE GUZZARDI VITTORIA;1426410880;VIA PAPA GIOVANNI XXIII;88012;97019;dirsan.vittoria@asp.rg.it;;932;999111;932;999266;AMBULATORIO E LABORATORIO;1;190342;OSPEDALE GUZZARDI VITTORIA;12;1;;S;2009;9;;;6;36;20180102;
2018;190;207;600913;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;OSPEDALE GUZZARDI VITTORIA;1426410880;VIA PAPA GIOVANNI XXIII;88012;97019;dirsan.vittoria@asp.rg.it;;932;999111;932;999266;AMBULATORIO E LABORATORIO;1;190342;OSPEDALE GUZZARDI VITTORIA;12;1;;S;2009;9;;;6;36;20180102;
2018;190;207;600913;S03;ATTIVITA' DI LABORATORIO;OSPEDALE GUZZARDI VITTORIA;1426410880;VIA PAPA GIOVANNI XXIII;88012;97019;dirsan.vittoria@asp.rg.it;;932;999111;932;999266;AMBULATORIO E LABORATORIO;1;190342;OSPEDALE GUZZARDI VITTORIA;12;1;;S;2009;9;;;6;36;20180102;
2018;190;207;600914;S01;ATTIVITA' CLINICA;POLIAMBULATORIO VITTORIA;1426410880;"VIA G. CASCINO;26/A";88012;97013;giovanni.digiacomo@asp.rg.it;;932;808200;932;808222;AMBULATORIO E LABORATORIO;;;;12;1;;S;2009;9;;;5;36;20180102;
2018;190;207;600914;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;POLIAMBULATORIO VITTORIA;1426410880;"VIA G. CASCINO;26/A";88012;97013;giovanni.digiacomo@asp.rg.it;;932;808200;932;808222;AMBULATORIO E LABORATORIO;;;;12;1;;S;2009;9;;;5;36;20180102;
2018;190;207;600915;S01;ATTIVITA' CLINICA;POLIAMBULATORIO II° MODICA;1426410880;"VIA LORETO 3 TRAVERSA;5";88006;97018;fisioterapia.modicaalta@asp.rg.it;;932;448987;932;448988;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;30;20180102;
2018;190;207;600916;S01;ATTIVITA' CLINICA;POLIAMBULATORIO III° MODICA;1426410880;"VIA ALDO MORO;3";88006;97015;poliambulatorio.modica@asp.rg.it;;932;448819;932;44888888;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;25;20180102;
2018;190;207;600917;S01;ATTIVITA' CLINICA;CENTRO OFTALMOLOGIA SOCIALE RAGUSA;1426410880;"VIA TEOCRITO;24";88009;97100;marialina.rendo@asp.rg.it;;932;234483;932;234483;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;600918;S01;ATTIVITA' CLINICA;CENTRO OFTALMOLOGIA SOCIALE MODICA;1426410880;"VIA VITTORIO VENETO;10";88006;97015;marialina.rendo@asp.rg.it;;932;768704;932;76888887;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;4;18;20180102;
2018;190;207;600919;S01;ATTIVITA' CLINICA;CENTRO OFTALMOLOGIA SOCIALE ISPICA;1426410880;"VIA SARDEGNA;1";88005;97014;marialina.rendo@asp.rg.it;;932;446730;932;446727;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;4;24;20180102;
2018;190;207;600920;S01;ATTIVITA' CLINICA;CENTRO OFTALMOLOGIA SOCIALE VITTORIA;1426410880;"VIA G. CASCINO;1";88012;97019;marialina.rendo@asp.rg.it;;932;808212;932;808262;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;600920;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO OFTALMOLOGIA SOCIALE VITTORIA;1426410880;"VIA G. CASCINO;1";88012;97019;marialina.rendo@asp.rg.it;;932;808212;932;808262;AMBULATORIO E LABORATORIO;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;600921;S01;ATTIVITA' CLINICA;OSPEDALE ' CIVILE MARIA PATERNO' AREZZO';1426410880;"PIAZZA CADUTI DI NASSIRYA;1";88009;97100;dirsan.ragusa@asp.rg.it;;932;600111;932;600795;AMBULATORIO E LABORATORIO;1;190338;OSPEDALE ' CIVILE MARIA PATERNO' AREZZO;12;1;;S;2009;9;;;6;36;20180102;
2018;190;207;600921;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;OSPEDALE ' CIVILE MARIA PATERNO' AREZZO';1426410880;"PIAZZA CADUTI DI NASSIRYA;1";88009;97100;dirsan.ragusa@asp.rg.it;;932;600111;932;600795;AMBULATORIO E LABORATORIO;1;190338;OSPEDALE ' CIVILE MARIA PATERNO' AREZZO;12;1;;S;2009;9;;;6;36;20180102;
2018;190;207;600921;S03;ATTIVITA' DI LABORATORIO;OSPEDALE ' CIVILE MARIA PATERNO' AREZZO';1426410880;"PIAZZA CADUTI DI NASSIRYA;1";88009;97100;dirsan.ragusa@asp.rg.it;;932;600111;932;600795;AMBULATORIO E LABORATORIO;1;190338;OSPEDALE ' CIVILE MARIA PATERNO' AREZZO;12;1;;S;2009;9;;;6;36;20180102;
2018;190;207;600922;S09;ASSISTENZA AGLI ANZIANI;R.S.A. OSPEDALE BUSACCA SCICLI;1426410880;via Ospedale;88011;97018;rsa.scicli@asp.rg.it;;932;446511;932;832716;STRUTTURA RESIDENZIALE;1;190341;OSPEDALE BUSACCA SCICLI;12;1;;N;2009;9;;;0;0;20180102;
2018;190;207;600923;S01;ATTIVITA' CLINICA;RETE REUMATOLOGICA PROVINCIALE;1426410880;via Ospedale;88011;97018;mario.bentivegna@asp.rg.it;;932;446511;;;AMBULATORIO E LABORATORIO;1;190341;OSPEDALE BUSACCA SCICLI;12;1;;N;2014;1;;;5;36;20180102;
2018;190;207;700904;S12;ASSISTENZA AI MALATI TERMINALI;HOSPICE RAGUSA;1426410880;CONTRADA RITO;88009;97100;giuseppe.iacono@asp.rg.it;;932;600111;;;STRUTTURA RESIDENZIALE;1;190338;OSPEDALE ' CIVILE MARIA PATERNO' AREZZO;12;1;;N;2013;1;;;0;0;20180126;
2018;190;207;700905;S12;ASSISTENZA AI MALATI TERMINALI;HOSPICE MODICA;1426410880;VIA ALDO MORO;88006;97016;vittorio.cataldo@asp.rg.it;;932;448111;;;STRUTTURA RESIDENZIALE;1;190340;OSPEDALE MAGGIORE MODICA;12;1;;N;2013;1;;;0;0;20180126;
2018;190;207;800900;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE I RAGUSA;1426410880;"PIAZZA LIBERTA' ;6";88009;97100;consultorio.familiarerg@asp.rg.it;;932;234175;932;234177;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2010;1;;;5;38;20180102;
2018;190;207;800901;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE II RAGUSA;1426410880;"VIALE DELLE AMERICHE;72";88009;97100;consultorio2.familiarerg@asp.rg.it;;932;234158;932;234155;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2009;9;;;5;36;20180102;
2018;190;207;800902;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE SANTA CROCE CAMERINA;1426410880;"VIA G. DI VITTORIO; 3";88010;97017;distretto.vittoria@asp.rg.it;;932;912989;932;912989;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2010;1;;;5;36;20180102;
2018;190;207;800903;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;"CONSULTORIO FAMILIARE COMUNI MONTANI CHIARAMONTE GULF; MONTEROSSO ALMO; GIARRATANA";1426410880;VILLAGGIO GULFI PIAZZALE MATTEO GAFA';88002;97012;consultorio.chiaramonte@asp.rg.it;;932;234975;932;234976;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2010;1;;;6;26;20180102;
2018;190;207;800904;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE SCICLI;1426410880;OSPEDALE BUSACCA;88011;97018;rosanna.fiorito@asp.rg.it;;932;446229;932;446382;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2009;9;;;5;36;20180102;
2018;190;207;800905;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE I° MODICA;1426410880;"CORSO UMBERTO;1";88006;97015;lucia.caldarella@asp.rg.it;;932;44888968;932;941917;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2009;9;;;5;36;20180102;
2018;190;207;800906;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE ISPICA E POZZALLO;1426410880;"VIA DUCA D'AOSTA;32";88005;97014;carmela.pitino@asp.rg.it;;932;446753;932;446770;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2009;9;;;5;38;20180102;
2018;190;207;800907;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE I° VITTORIA;1426410880;VIA GIURATO;88012;97019;consultorio1.vittoria@asp.rg.it;;932;999428;932;999450;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2010;1;;;5;25;20180129;
2018;190;207;800908;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE II° VITTORIA;1426410880;"VIA CASTELFIDARDO;19";88012;97019;consultorio2.vittoria@asp.rg.it;;932;999422;932;999422;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2010;1;;;5;26;20180129;
2018;190;207;800909;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE COMISO;1426410880;"VIA KEPLERO;1";88003;97013;patrizia.insacco@asp.rg.it;;932;740509;932;740507;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2010;1;;;5;24;20180129;
2018;190;207;800910;S05;ASSISTENZA PSICHIATRICA;CENTRO SALUTE MENTALE RAGUSA;1426410880;"VIA ARMANDO DIAZ;31";88009;97100;dsm.rg1.csm@asp.rg.it;;932;234864;932;234875;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;6;72;20180102;
2018;190;207;800911;S11;ASSISTENZA AI DISABILI PSICHICI;CENTRO DIURNO ALZHEIMER;1426410880;PIAZZA CADUTI DI NASSIRYA C/O OSPEDALE CIVILE Ragusa;88009;97100;dsm.rg1@asp.rg.it;;932;600232;;;STRUTTURA SEMIRESIDENZIALE;;;;12;1;;N;2015;1;;;0;0;20180102;
2018;190;207;800912;S05;ASSISTENZA PSICHIATRICA;CENTRO DIURNO PSICHIATRIA RAGUSA;1426410880;"VIA ARMANDO DIAZ;31";88009;97100;dsmrg1@asp.rg.it;;932;234864;932;234871;STRUTTURA SEMIRESIDENZIALE;;;;12;1;;N;2013;1;;;6;46;20180102;
2018;190;207;800918;S05;ASSISTENZA PSICHIATRICA;CENTRO SALUTE MENTALE MODICA;1426410880;"VIA ALDO MORO;1";88006;97015;dsm.rg2@asp.rg.it;;932;4488606;932;448694;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;6;66;20180102;
2018;190;207;800919;S05;ASSISTENZA PSICHIATRICA;CENTRO DIURNO PSICHIATRIA MODICA;1426410880;"VIA ALDO MORO;1";88006;97015;ofalletta@asp.rg.it;;932;448609;932;448694;STRUTTURA SEMIRESIDENZIALE;;;;12;1;;N;2013;1;;;6;46;20180102;
2018;190;207;800924;S05;ASSISTENZA PSICHIATRICA;NEUROPSICHIATRIA INFANTILE RAGUSA;1426410880;"VIA ARMANDO DIAZ;31";88009;97100;giuseppe.morando@asp.rg.it;;932;234859;932;234860;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2014;1;;;5;36;20180102;
2018;190;207;800925;S05;ASSISTENZA PSICHIATRICA;NEUROPSICHIATRIA INFANTILE VITTORIA;1426410880;"VIA NICOSIA;27";88012;97019;dsm.npi.uovt@asp.rg.it;;932;999457;932;999458;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;6;36;20180102;
2018;190;207;800926;S05;ASSISTENZA PSICHIATRICA;CENTRO DIURNO PSICHIATRIA VITTORIA;1426410880;"VIA NICOSIA;27";88012;97019;dsm.rg1.adv@asp.rg.it;;932;999455;932;999500;STRUTTURA SEMIRESIDENZIALE;;;;12;1;;N;2013;1;;;6;46;20180102;
2018;190;207;800927;S05;ASSISTENZA PSICHIATRICA;CENTRO SALUTE MENTALE VITTORIA;1426410880;"VIA GIURATO;1";88012;97019;dsm.rg1.adv@asp.rg.it;;932;99406;932;999429;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;6;72;20180102;
2018;190;207;800931;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE II° MODICA;1426410880;VIA LORETO 3 TRAV. 5;88006;97015;lucia.caldarella@asp.rg.it;;932;448987;932;448988;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;2009;9;;;5;36;20180102;
2018;190;207;800932;S01;ATTIVITA' CLINICA;NEUROPSICHIATRIA INFANTILE MODICA;1426410880;"VIA ALDO MORO;3";88006;97015;dsm.npi.uomo@asp.rg.it;;932;4488633;932;448697;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2009;9;;;6;36;20180102;
2018;190;207;800932;S05;ASSISTENZA PSICHIATRICA;NEUROPSICHIATRIA INFANTILE MODICA;1426410880;"VIA ALDO MORO;3";88006;97015;dsm.npi.uomo@asp.rg.it;;932;4488633;932;448697;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2009;9;;;6;36;20180102;
2018;190;207;800935;S11;ASSISTENZA AI DISABILI PSICHICI;CAFEO SRL MODICA;1117730885;C/DA COZZO ROTONDO;88006;97015;DR.GENERALE@CAFEO.IT;;932;761973;932;455126;STRUTTURA RESIDENZIALE;;;;12;2;2;N;2001;11;;;0;0;20180102;
2018;190;207;800936;S09;ASSISTENZA AGLI ANZIANI;R.S.A. G.B.ODIRNA RAGUSA;1426410880;"Piazza Igea;1";88009;97100;rsa.ragusa@asp.rg.it;;932;234230;932;234230;STRUTTURA RESIDENZIALE;;;;12;1;;N;2010;1;;;0;0;20180102;
2018;190;207;800937;S11;ASSISTENZA AI DISABILI PSICHICI;CAFEO SRL RAGUSA;1117730885;"E.MATTEI;4";88009;97100;DIR.GENERALE@CAFEO.IT;;932;259006;932;259006;STRUTTURA RESIDENZIALE;;;;12;2;2;N;2007;8;;;0;0;20180102;
2018;190;207;800938;S09;ASSISTENZA AGLI ANZIANI;R.S.A COMISO;1426410880;Via P.Borsellino;88003;97013;rsa.comiso@asp.rg.it;;932;740316;;;STRUTTURA RESIDENZIALE;;;;12;1;;N;2011;12;;;0;0;20180102;
2018;190;207;800939;S10;ASSISTENZA AI DISABILI FISICI;SUAP G.B.O.;1426410880;PIAZZA IGEA;88009;97100;rsa.ragusa@asp.rg.it;;932;234230;;;STRUTTURA RESIDENZIALE;;;;12;1;;N;2011;6;;;0;0;20180102;
2018;190;207;800940;S11;ASSISTENZA AI DISABILI PSICHICI;ANDROMEDA S.R.L. VILLA MARGHERITA COMISO;1387480880;"Via Augusto Righi ;1/D";88003;97013;andromeda.srl@hotmail.it;;932;731225;932;731806;STRUTTURA RESIDENZIALE;;;;12;2;2;N;2013;2;;;0;0;20180102;
2018;190;207;800941;S11;ASSISTENZA AI DISABILI PSICHICI;CTA VILLA SAN GIORGIO srl;1464540887;"VIA G.FALCONE;3";88009;97100;villasangiorgiosrl@gmail.com;;932;256847;932;253617;STRUTTURA RESIDENZIALE;;;;12;2;3;N;2013;10;;;0;0;20180102;
2018;190;207;800942;S09;ASSISTENZA AGLI ANZIANI;RSA VILLA SAN. GIORGIO;1464540887;"VIA G.FALCONE;3";88009;97100;RSAVILLASANGIORGIO@GMAIL.COM;;932;257876;932;257876;STRUTTURA RESIDENZIALE;;;;12;2;3;N;2015;1;;;0;0;20180102;
2018;190;207;800943;S11;ASSISTENZA AI DISABILI PSICHICI;CAFEO srl CTA OSIRIS;1117730885;C/DA COZZO ROTONDO;88006;97015;amministrazione@cafeo.it;;932;761973;;;STRUTTURA RESIDENZIALE;;;;4;2;2;N;2018;9;;;0;0;20180809;
2018;190;208;400200;S01;ATTIVITA' CLINICA;ALI' ALFIO;638050898;"G. LAVAGGI; 127";89001;96011;mariaspinoccia@libero.it;;931;994443;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1996;1;;;3;16;20180102;
2018;190;208;400700;S01;ATTIVITA' CLINICA;GUZZARDI RITA;754390896;VIA TURATI 31;89001;96100;buboguz@hotmail.it;;931;991314;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1996;1;;;3;9;20180102;
2018;190;208;401700;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO DIAGN. 'S. VENERA';513330894;"VIA R. SETTIMO; 25";89002;96012;a.restuccia@tin.it;;931;831404;931;832463;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;40;20180102;
2018;190;208;401700;S03;ATTIVITA' DI LABORATORIO;CENTRO DIAGN. 'S. VENERA';513330894;"VIA R. SETTIMO; 25";89002;96012;a.restuccia@tin.it;;931;831404;931;832463;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;40;20180102;
2018;190;208;402500;S01;ATTIVITA' CLINICA;EMANUELE SALVO SERGIO;660250895;"VIA ARCHIMEDE; 100";89006;96013;serema57@libero.it;;95;7846149;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1996;1;;;5;21;20180102;
2018;190;208;402600;S01;ATTIVITA' CLINICA;BAZZANO GAETANO;619820897;"VIA PIAVE; 8";89009;96014;dottbazzanogaetano@pec.it;;931;948358;;;AMBULATORIO E LABORATORIO;;;;12;2;1;S;1996;1;;;3;10;20180102;
2018;190;208;402700;S03;ATTIVITA' DI LABORATORIO;LABORATORIO FLORILAB;516880895;"C.SO V. EMANUELE; 281";89009;96014;salvatorerizza@virgilio.it;;931;944333;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;37;20180102;
2018;190;208;404100;S03;ATTIVITA' DI LABORATORIO;MEDICAL-CENTRO POLID.LENTINESE;500530894;VIA ROSSO DI S. SECONDO;89011;96016;medical@interfree.it;;95;7836089;95;7836089;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;36;20180102;
2018;190;208;404700;S03;ATTIVITA' DI LABORATORIO;L.A.C. DEL DR. TRAVALI M.;500660899;"VIA PRINCIPE UMBERTO; 2";89013;96017;lac.noto@virgilio.it;;931;891965;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;35;20180129;
2018;190;208;405000;S03;ATTIVITA' DI LABORATORIO;MASUZZO CONCETTINA;278900899;"VIA S. LA ROSA; 31";89013;96017;concettina.masuzzo@biologo.onb.it;masuzzocghotmail.it;931;835537;;;AMBULATORIO E LABORATORIO;;;;12;2;1;S;1996;1;;;5;24;20180102;
2018;190;208;405100;S01;ATTIVITA' CLINICA;MIGLIORE CORRADO;833140890;"VIA NICOTERA; 36";89013;96017;mig56@supereva.it;;931;891528;;;AMBULATORIO E LABORATORIO;;;;5;2;1;N;1996;1;2018;5;3;20;20180102;
2018;190;208;405200;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;AMB. POLID. PACHINESE;219580891;"VIA DI LORO; 8";89016;96019;ambpolidiagnostico@pec.it;;931;857505;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;40;20180102;
2018;190;208;407700;S01;ATTIVITA' CLINICA;CAPPUCCIO RENATO;764050894;"VIALE SCALA GRECA; 81 P.T. INT. 4";89017;96100;renato.cappuccio@tin.it;;931;412088;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1996;1;;;5;16;20180102;
2018;190;208;408200;S01;ATTIVITA' CLINICA;CASA DI CURA SANTA LUCIA GLEF;882610892;"VIA LOMBARDIA; 1";89017;96100;giusepp.mazza@glef.it;www.casadicurasantalucia.com;931;410111;931;415508;AMBULATORIO E LABORATORIO;5;190507;CASA DI CURA SANTA LUCIA GLEF;12;2;2;N;1996;1;;;6;36;20180102;
